Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_229_0_0,fill_per_m_1_229_0_0,fill_ratio_2,distance_from_33_0_0,fill_per_m_2_33_0_0
2,76.756212,30.681968,1.0,0.6306659112118383,158.562557801559,1.0,0.04073623516864418,2454.816935978728,0.0,0.18040094654046127,0.0
2,76.756587,30.685461,1.0,0.6666371171490626,150.0066489361702,1.0,0.0736669473870839,1357.4608904933816,0.0,0.18672931164398743,0.0
2,76.7537,30.695318,1.0,0.8394026248302912,119.13234131263029,1.0,0.19902448835922965,502.45073269327946,0.0,0.19594710112133557,0.0
2,76.737422,30.69957,1.0,1.0,100.0,1.0,0.2415717452794129,413.9556962025316,0.0,0.22697041510587876,0.0
2,76.736267,30.703417,1.0,1.0,100.0,1.0,0.3824400047072881,261.4789215802306,1.0,0.2672381797278825,374.1980285220691
2,76.751598,30.701793,1.0,0.905459890802184,110.44111507954914,1.0,0.2969235615287694,336.78701509954385,1.0,0.273845023099538,365.1700471607684
2,76.732449,30.702766,1.0,1.0,100.0,1.0,0.29767512130961055,335.9367069711898,1.0,0.27914541156396083,358.2362304998408
2,76.761706,30.696475,1.0,0.7337682941339785,136.28280316748197,1.0,0.28043073017887593,356.5943002616506,1.0,0.280232419783445,356.8466492109547
2,76.756675,30.701723,1.0,0.900207255034524,111.08552996072541,1.0,0.32591131257827477,306.8319390600558,1.0,0.2982366697330067,335.3041733249099
2,76.742796,30.699565,1.0,1.0,100.0,1.0,0.3216769627296158,310.87087850942737,1.0,0.3003518389723029,332.9428590887421
2,76.756082,30.691572,1.0,0.7548995626351478,132.4679532876233,1.0,0.25288885844838216,395.4306275632593,1.0,0.3123489525747777,320.154747360837
2,76.730468,30.707526,1.0,1.0,100.0,1.0,0.44846871299281676,222.98099533556922,1.0,0.3153249716908555,317.1331450971792
2,76.727024,30.707493,1.0,1.0,100.0,1.0,0.47483970593171976,210.5973842347119,1.0,0.33525798113397565,298.27776108941623
2,76.731578,30.712854,1.0,1.0,100.0,1.0,0.41207948464501176,242.671629445823,1.0,0.3460751900201097,288.9545476929138
2,76.764624,30.706718,1.0,0.7436967398952389,134.46341046766796,1.0,0.44761941990462045,223.4040695135796,1.0,0.3498749120475334,285.8164348360427
2,76.727989,30.713761,1.0,1.0,100.0,1.0,0.37133797420890463,269.29645483481505,1.0,0.35434226185624157,282.21302047389
2,76.761443,30.701343,1.0,0.7563601695354356,132.21214446210337,1.0,0.30253163245214976,330.5439473864493,1.0,0.3607187639250148,277.224281076733
2,76.724986,30.715899,1.0,1.0,100.0,1.0,0.49024660725540725,203.97897409191512,1.0,0.3680599325041287,271.69488218845515
2,76.746865,30.707631,1.0,1.0,100.0,1.0,0.3767215458693413,265.44805067954115,1.0,0.3784246935385521,264.25336852340604
2,76.742851,30.7107,1.0,1.0,100.0,1.0,0.4622861661298721,216.31622861910722,1.0,0.38795780216389264,257.7599920461325
2,76.736815,30.711349,1.0,1.0,100.0,1.0,0.39799198680179115,251.26134021839545,1.0,0.39947207164741927,250.3303912776703
2,76.725031,30.72097,1.0,1.0,100.0,1.0,0.6110224255168921,163.66011430006907,1.0,0.41461879691169473,241.18539908188953
2,76.756494,30.708804,1.0,1.0,100.0,1.0,0.44533707387571203,224.54901212179055,1.0,0.42283006035875204,236.50163357627542
2,76.713972,30.720256,1.0,1.0,100.0,1.0,0.6328214098303306,158.02246644406605,1.0,0.43913241210425047,227.72174688909072
2,76.760074,30.707197,1.0,0.9372924540832962,106.69028600876062,1.0,0.49331626676971013,202.70971532078426,1.0,0.4631760713897577,215.90061787939618
2,76.750081,30.70896,1.0,1.0,100.0,1.0,0.41872516508271057,238.82013391826368,1.0,0.47489679309311345,210.5720684039088
2,76.712239,30.733528,1.0,1.0,100.0,1.0,0.6631647625895449,150.79208914767594,1.0,0.48147186493036137,207.69645597975637
2,76.739592,30.718233,1.0,1.0,100.0,1.0,0.5082096351695076,196.76919341886568,1.0,0.4845108386166053,206.3937316356513
2,76.752876,30.717853,1.0,1.0,100.0,1.0,0.5116717399704083,195.43780159870337,1.0,0.48814920225047354,204.85539982238697
2,76.748739,30.719108,1.0,1.0,100.0,1.0,0.5164700832369079,193.6220572027391,1.0,0.4931786794072637,202.7662674310798
2,76.747891,30.715129,1.0,1.0,100.0,1.0,0.5197015340408768,192.41813512163802,1.0,0.4965657876442508,201.38318524602406
2,76.743005,30.717842,1.0,1.0,100.0,1.0,0.4867521484857637,205.4433664259928,1.0,0.5029058327155579,198.84438297330252
2,76.755728,30.720117,1.0,1.0,100.0,1.0,0.5247786811201446,190.55652143976036,1.0,0.5093586269196025,196.3253289823715
2,76.733378,30.717856,1.0,1.0,100.0,1.0,0.5460158434296365,183.14486878600385,1.0,0.5234425406839199,191.04293638293504
2,76.739919,30.725365,1.0,1.0,100.0,1.0,0.5444050120767682,183.68677323253354,1.0,0.5263988559769103,189.9700177243287
