Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_128_0_0,fill_per_m_1_128_0_0,fill_ratio_2,distance_from_238_0_0,fill_per_m_2_238_0_0,fill_ratio_3,distance_from_266_0_0,fill_per_m_3_266_0_0
1,76.705985,30.680949,0.9384476404104076,14159.6,0.006627642309178279,0.9402157793034027,4038.4,0.023281888354382992,0.9452529257298533,2960.7,0.03192667023777666,0.9489157979792293,2200.9,0.043114898358818175
1,76.702343,30.687719,0.7444421678375537,15061.2,0.0049427812381321115,0.7444421678375537,4149.4,0.01794095936370448,0.7454340631178155,2876.1,0.025918224787657436,0.0,1845.5,0.0
1,76.704665,30.674897,0.8032121232440932,14694.5,0.005466073178700148,0.8051415208923297,3919.0,0.020544565473139313,0.8157927764723691,3419.1,0.023859868868192486,0.8157927764723691,2151.0,0.03792620997082144
1,76.703663,30.693716,0.7722675568375058,14997.3,0.005149377266824734,0.7798670842859861,4927.1,0.015828115611332953,0.7945507611107577,2814.8,0.028227609816354898,0.8137313611913214,2651.1,0.030694102870179225
1,76.712171,30.668876,0.9299217631456648,14105.3,0.006592711698054383,0.9299217631456648,5236.0,0.017760155904233476,0.9299217631456648,4410.1,0.021086183151077405,0.9339930885675545,3142.0,0.029726069018700018
1,76.709301,30.675397,0.8644029871943977,13782.6,0.0062716975548473995,0.874291267133922,3846.7,0.022728345520418077,0.8767919881886582,4456.4,0.01967489426866211,0.8854080836536109,3188.3,0.027770538646100143
1,76.691224,30.694111,0.5722838145420012,16344.2,0.003501448920975032,0.5900889947120659,5927.9,0.009954435714368763,0.6062725797340283,1946.4,0.03114840627486787,0.6435103937749274,2607.1,0.02468299619404424
1,76.708249,30.663889,0.9032736222389142,15191.4,0.005945953778051491,0.9071279629662687,6322.1,0.014348522847887074,0.9088625574821453,5204.9,0.017461671837732624,0.9088625574821453,3936.9,0.023085741509363846
1,76.721516,30.695976,0.9945642566845248,12605.5,0.007889923102491174,0.9950433074087764,2535.3,0.03924755679441393,0.9954494579228458,5312.8,0.01873681407022372,0.9954731053144589,4346.6,0.0229023398820793
1,76.698059,30.669402,0.3043075918208643,15586.7,0.001952354198264317,0.3397868666171677,5465.5,0.006216940199746917,0.38092952852098494,3455.1,0.011025137579838064,0.38092952852098494,1667.8,0.022840240347822578
1,76.699339,30.676933,0.5552958253281813,15111.9,0.003674559951615491,0.5552958253281813,4467.9,0.012428564321676433,0.5885442140866861,2865.3,0.020540404637793115,0.6054522862235954,2700.0,0.022424158749022052
1,76.718126,30.698031,0.8935099713933179,13487.1,0.006624922862537669,0.8983384021303091,2832.8,0.03171203057506033,0.9054814466754274,5034.8,0.017984457112008967,0.9100468261935636,4438.9,0.02050162937199675
1,76.702839,30.705454,0.9437741203448161,15772.1,0.005983820292445622,0.9484177495475868,5701.9,0.01663336343232233,0.9492295075902316,3476.5,0.027304171079828323,0.9530566569295463,4780.0,0.019938423785136952
1,76.71159,30.660789,0.756789222902397,15090.4,0.005015037526522803,0.7625184403034422,5589.7,0.013641491319810404,0.7682475484224693,5241.2,0.014657855995239055,0.7792802792038116,3973.2,0.019613416873145363
1,76.706071,30.686267,0.34671876123591117,14560.2,0.0023812774634682982,0.3844831271256741,3995.7,0.009622422282095106,0.3937534854110098,3091.5,0.012736648404043661,0.4044483959938989,2129.4,0.01899353789771292
1,76.698191,30.688447,0.33735907835727963,15279.8,0.0022078762703522277,0.3586753335408932,5194.6,0.006904772909192106,0.3586753335408932,2621.1,0.0136841529716872,0.3586753335408932,1935.5,0.01853140447124222
1,76.700597,30.661634,0.8072616493262504,15227.1,0.005301479922810321,0.821514161841717,6357.8,0.012921358989614598,0.821514161841717,5784.9,0.014201008865178603,0.8354375569227391,4516.9,0.01849581697453429
1,76.683915,30.710755,0.9615437228811096,17782.0,0.0054073991839000655,0.9617633046795017,7570.5,0.01270409226179911,0.9650732452306503,3773.8,0.025572983338561932,0.9684344749712838,5248.0,0.01845340081881257
1,76.711957,30.701618,0.8088585390335653,13813.6,0.005855523100665759,0.8177922488470378,3701.6,0.022092939508510854,0.8188979413996942,3859.6,0.021217171245717023,0.8272613518482788,4520.3,0.01830102762755301
1,76.686186,30.684043,0.4377814772996199,17593.4,0.002488327880339331,0.4598676178234555,7523.3,0.006112578493792025,0.4870736409114435,1832.4,0.026581185380454238,0.5097983291260587,2880.0,0.017701330872432593
1,76.717988,30.674171,0.6618603122150055,13034.8,0.005077640717272268,0.662293863071246,4165.4,0.015899886279138763,0.6936501396729796,5341.1,0.012987027759693312,0.7085511511428664,4073.1,0.01739586926770436
1,76.707739,30.67142,0.42766908582416907,13850.9,0.0030876627932059945,0.42877947908825137,4981.5,0.008607437099031444,0.456794937940072,3940.0,0.011593780150763249,0.456794937940072,2671.9,0.01709625876492653
1,76.67732,30.699459,0.7089000062515824,18598.1,0.0038116797213241277,0.7135399912476309,8528.0,0.00836702616378554,0.7365328827201297,2494.8,0.029522722571754437,0.7569429672795316,4622.0,0.01637695731889943
1,76.673781,30.709807,0.8587449685295802,19177.6,0.004477854207667176,0.870202228633506,8624.9,0.010089418180309407,0.8810548619230846,4082.6,0.02158072948422781,0.8908411949942523,5556.7,0.01603183895107262
1,76.704947,30.690631,0.32061990655022676,14243.4,0.0022510068280763495,0.3727442160523947,3679.0,0.010131672086229811,0.4095495724554302,2851.0,0.014365120044034733,0.4095495724554302,2838.8,0.014426855447915676
1,76.707991,30.713578,0.8570290283305779,15232.4,0.005626355848917951,0.8707772805573332,5094.7,0.017091826418775064,0.8707772805573332,4811.2,0.018098962432601704,0.8741682925275606,6114.7,0.014296176305093637
1,76.704678,30.658433,0.746452128857114,16279.3,0.004585283942535085,0.771179246433612,7267.3,0.010611633570013788,0.7746625438958643,6918.8,0.011196487019365558,0.7777162466506009,5650.8,0.0137629405862993
1,76.716966,30.691124,0.5723151856300766,13365.3,0.004282097563317521,0.5896364675969796,3295.2,0.017893799089493193,0.6116568828985265,4631.8,0.013205597886319064,0.626410981240002,4742.0,0.013209847769717464
1,76.732203,30.688969,0.6791716995379928,11190.6,0.00606912676297958,0.6791716995379928,1847.6,0.036759671981922114,0.6965209913818345,6271.7,0.011105776605734245,0.6999384451102503,5314.8,0.01316961024140608
1,76.711141,30.68668,0.28684664564719997,13649.9,0.0021014560227342323,0.35411097404925235,3528.7,0.010035168023613579,0.39697376649857513,3244.3,0.01223603755813504,0.4048782260277426,3087.2,0.013114739117250019
1,76.70228,30.670065,0.34459659572697177,14986.2,0.002299426110201197,0.34459659572697177,5329.4,0.0064659548115542425,0.35474503779303795,4207.0,0.008432256662539528,0.3765904044109289,2938.9,0.012813991779609
1,76.710479,30.655046,0.5712129177515172,16093.5,0.003549339284503167,0.5764079074247739,7224.1,0.007978958035253857,0.6145147811127766,6244.3,0.009841211682859194,0.6363235035428492,4976.3,0.012787080834010192
1,76.733171,30.68394,0.6770378148820102,10782.1,0.0062792759748287455,0.6932871261067801,2819.1,0.024592498531686713,0.7024317813693671,6789.9,0.010345244869134554,0.7068195413232274,5532.7,0.01277530936655209
1,76.697373,30.717857,0.807702369044057,16350.2,0.004940015223324834,0.807702369044057,5811.5,0.013898345849506274,0.8179624943998963,5191.7,0.015755195685418964,0.8316103148827615,6529.4,0.012736397140361466
