Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_74_0_0,fill_per_m_1_74_0_0,fill_ratio_2,distance_from_123_0_0,fill_per_m_2_123_0_0,fill_ratio_3,distance_from_116_0_0,fill_per_m_3_116_0_0,fill_ratio_4,distance_from_228_0_0,fill_per_m_4_228_0_0,fill_ratio_5,distance_from_282_0_0,fill_per_m_5_282_0_0
0,76.779187,30.743609,0.3584657285442726,1.0,35.84657285442726,0.39965425898098383,0.7541640248382195,52.993015553442255,0.4271652760926074,0.6473133862705434,65.99049010150927,0.46230382853305513,0.706057586828095,65.47678789345167,0.46916377256983194,0.8615681893662631,54.45463033110949,0.5082569005450042,0.0664935640026972,764.3700682435785
0,76.769145,30.746104,0.9695846277645586,1.0,96.95846277645586,0.9702601769377451,0.7559620745121939,128.34773193666274,0.9725501241405681,0.6498886013727508,149.64874319787478,0.974683382777243,0.7082055329650018,137.62719117663403,0.974683382777243,0.8583588934069996,113.55196413338575,0.976904157809179,0.18851844821212696,518.2008270670334
0,76.77055,30.741327,0.7851759613930136,1.0,78.51759613930136,0.8063501025136985,0.755561650515024,106.72194677483364,0.811594766282987,0.6535117124804453,124.1897812668923,0.823826228153154,0.7168992909530485,114.91519639501337,0.8326951200950885,0.8607504926758903,96.74059174876756,0.8326951200950885,0.17969972166351758,463.3814189508237
0,76.77424,30.748268,0.3745401188473625,1.0,37.454011884736246,0.3745401188473625,0.7648545449550861,48.96880345652601,0.4346587324287967,0.6728657894495875,64.59813223441675,0.4346587324287967,0.7299947806499465,59.54271783173586,0.49043051055189113,0.8596727375948868,57.04851266122181,0.49820343477376344,0.13972291660943698,356.56529856614407
0,76.785954,30.75735,0.9656320330745594,1.0,96.56320330745594,0.966792347778992,0.9005350081414283,107.35755290339118,0.9678648104025876,0.8028471737613398,120.55405337832106,0.9678648104025876,0.8638101884159106,112.0460054051338,0.9698825802090456,0.9926773668294951,97.70370642243476,0.9725918667147035,0.28105140730402417,346.0547933363
0,76.770601,30.750721,0.7751328233611146,1.0,77.51328233611146,0.7804765117192115,0.7847777816938639,99.45191236615177,0.7804765117192115,0.6912293377506784,112.91136951144917,0.8000391962068519,0.7426514644203996,107.72741111218846,0.8000391962068519,0.8367109576005357,95.61715296536231,0.8023766988250408,0.24596447326683818,326.21650117518016
0,76.782452,30.758257,0.8021969807540397,0.9855464900521143,81.39615825851307,0.8201627542062708,0.8906398430355921,92.08691488704207,0.8265644688169167,0.7963812956666104,103.79004043848637,0.8366985551235427,0.8530766977103438,98.0801090182442,0.84538804522175,0.9847385850120297,85.84898145444586,0.84538804522175,0.30572547209176376,276.5186817564243
0,76.775071,30.752306,0.7068573438476171,1.0,70.68573438476172,0.712324997003637,0.782335171934452,91.05112777203877,0.7127390616921063,0.6877288969284372,103.63663136380782,0.7127390616921063,0.7397414077328178,96.34975874563125,0.7255914713225324,0.8774315425536655,82.69493813851054,0.7364933734090252,0.26894665086479597,273.8436678950402
0,76.801987,30.752503,0.8661761457749352,0.9591201326270673,90.3094530403032,0.8728305169315526,0.8953236828272209,97.48770569492363,0.8849734893457472,0.7937709756985161,111.48977682976795,0.8913442819203063,0.8625409405199952,103.33935933324472,0.8980619735359885,1.0,89.80619735359885,0.9005950227870312,0.3548784925801626,253.77559970997626
0,76.791314,30.765309,0.8872127425763265,0.9452684370632245,93.85828488389326,0.8872127425763265,0.8987256433445696,98.7189749337297,0.8889771530765608,0.8114363232755077,109.55599688809167,0.895964915942112,0.8829565074405985,101.47327851280248,0.9033862543551279,0.9864671544849132,91.57793548907705,0.9085402217802915,0.369308558743731,246.01114712067692
