Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_74_0_0,fill_per_m_1_74_0_0,fill_ratio_2,distance_from_149_0_0,fill_per_m_2_149_0_0,fill_ratio_3,distance_from_156_0_0,fill_per_m_3_156_0_0,fill_ratio_4,distance_from_90_0_0,fill_per_m_4_90_0_0,fill_ratio_5,distance_from_22_0_0,fill_per_m_5_22_0_0
0,76.779187,30.743609,0.3584657285442726,1.0,35.84657285442726,0.39965425898098383,0.7541640248382195,52.993015553442255,0.4271652760926074,0.7440596600344193,57.41008403450434,0.4271652760926074,0.878133711743808,48.64467339994699,0.44796389079392485,0.6804041745921521,65.83791039530928,0.48145675215412237,0.09170415547034612,525.010834770523
0,76.769145,30.746104,0.9695846277645586,1.0,96.95846277645586,0.9702601769377451,0.7559620745121939,128.34773193666274,0.9725501241405681,0.7519457293862585,129.33780805356363,0.9725501241405681,0.8284561049445005,117.39307832196138,0.975093595668925,0.6827287168676505,142.82299419638306,0.9763456913990368,0.25695616988540426,379.965848585952
0,76.786322,30.7382,0.4951769101112702,1.0,49.51769101112702,0.4951769101112702,0.7313078200798618,67.71114659449353,0.5276077186140902,0.7216055969287293,73.11580188120413,0.5312798428639497,0.8086175982047586,65.70223601903587,0.5489639120854839,0.6506759655472075,84.368247968682,0.591689809249995,0.15893165542807483,372.29198151639883
0,76.77055,30.741327,0.7851759613930136,1.0,78.51759613930136,0.8063501025136985,0.755561650515024,106.72194677483364,0.811594766282987,0.6838544523678917,118.67945927277157,0.8262366209157634,0.8303468031937588,99.505004142584,0.8322430524346857,0.6787042116169927,122.62234979386547,0.8342040982832457,0.24450945734544197,341.17457350726744
0,76.785954,30.75735,0.9656320330745594,1.0,96.56320330745594,0.966792347778992,0.9005350081414283,107.35755290339118,0.9678648104025876,0.8964782507559897,107.96299961392242,0.9678648104025876,0.9648290300069784,100.31464438788572,0.9699242735458321,0.8259316120027914,117.43396904180416,0.9723123619848534,0.2975296580600139,326.7951061835761
0,76.774891,30.736846,0.388677289689482,1.0,38.8677289689482,0.388677289689482,0.7254344356270934,53.57855522167133,0.4124069988244425,0.7204887260301688,57.23989618779599,0.4124069988244425,0.8638918238428163,47.73826854732211,0.44594553252907276,0.643054650091046,69.34799903335342,0.4845437826527022,0.1640401951307241,295.3811303787879
0,76.782452,30.758257,0.8021969807540397,0.9855464900521143,81.39615825851307,0.8201627542062708,0.8906398430355921,92.08691488704207,0.8265644688169167,0.8866003178351696,93.22853287884628,0.8265644688169167,1.0,82.65644688169166,0.8313665110148301,0.8255635359606522,100.70291077565888,0.8421784072436331,0.31526052718023384,267.13728317854435
0,76.770601,30.750721,0.7751328233611146,1.0,77.51328233611146,0.7804765117192115,0.7847777816938639,99.45191236615177,0.7804765117192115,0.7428629330701723,105.06332689041118,0.7907647136142579,0.8103390547351356,97.58442580220009,0.7907647136142579,0.7201917315757939,109.79919359585661,0.7939382873040984,0.3120396151270574,254.4350937559065
0,76.790582,30.732536,0.713244787222995,1.0,71.3244787222995,0.7158338934453489,0.7159470177111558,99.98419935232519,0.7431890986433521,0.7133188356921072,104.18750514589495,0.7462404722607644,0.8591945668732774,86.85349058670519,0.7462404722607644,0.6307055389517507,118.31836351097151,0.7547390213220244,0.30279913014152643,249.25402558761118
0,76.784379,30.732329,0.5986584841970366,1.0,59.86584841970366,0.6141797792069208,0.6258821179707958,98.13026472112419,0.6396515289721455,0.623485420087879,102.59286077322994,0.6606731332269624,0.7075695708135458,93.37217999176208,0.6666795745285231,0.5419311171275133,123.01924607360333,0.6666795745285231,0.26925125382805914,247.6050027808811
0,76.781129,30.727619,0.770967179954561,1.0,77.0967179954561,0.7793906207597446,0.6685842989335432,116.57327610040323,0.7913175386171332,0.6588287970475699,120.1097374861708,0.799169416259882,0.8357168055140973,95.6268213091954,0.8025621489929776,0.6859786708637486,116.99520452763248,0.8025621489929776,0.33171420042875366,241.9438625044193
0,76.775071,30.752306,0.7068573438476171,1.0,70.68573438476172,0.712324997003637,0.782335171934452,91.05112777203877,0.7127390616921063,0.7733886992862427,92.15793589302383,0.730819226028151,0.8920987676323036,81.92133567988212,0.730819226028151,0.7170277037683898,101.92342948358605,0.7348547149407121,0.30426026750309654,241.52174747339734
0,76.789598,30.725341,0.5200680211778108,1.0,52.00680211778108,0.5517427660982367,0.7024508490267255,78.54539102098019,0.5595066652094843,0.5807488976051843,96.34226901104833,0.6022291810814004,0.6730577143274783,89.47660330780846,0.627205226294111,0.6131751406923771,102.2881041109872,0.6420158888521788,0.2697030233634614,238.04549198062762
0,76.791314,30.765309,0.8872127425763265,0.9452684370632245,93.85828488389326,0.8872127425763265,0.8987256433445696,98.7189749337297,0.8889771530765608,0.9140014798980515,97.26211309589105,0.8996711239315129,1.0,89.9671123931513,0.9000655382121234,0.8384609060264738,107.34734699529385,0.9000655382121234,0.3856778755241306,233.372354322619
0,76.775578,30.718136,0.7712703466859457,0.7405391895115938,104.14983536450245,0.7897388973621979,0.46303722975199096,170.55624183506643,0.7897388973621979,0.454868724508924,173.61908058523906,0.7922003613578565,0.6029811067813362,131.38062742737614,0.8109887463569518,0.5338498767339612,151.913259082965,0.8181134202728884,0.36093659467627043,226.66402696203934
0,76.77424,30.748268,0.3745401188473625,1.0,37.454011884736246,0.3745401188473625,0.7648545449550861,48.96880345652601,0.4346587324287967,0.7621441456290232,57.0310399839204,0.4346587324287967,0.8322665714364201,52.22590301549819,0.4628377268841498,0.695574540559844,66.54034900582009,0.4710315487872239,0.2087373751247608,225.65750312117888
0,76.805606,30.74516,0.9394989415641891,0.9545060804805886,98.42775868867766,0.9394989415641891,0.8908213429931039,105.46435028235084,0.9399736109754142,0.8874239236818124,105.92159912430347,0.9429306615907582,0.9663295496731952,97.57858092093424,0.9467403694394947,0.808360801430966,117.11854010777962,0.9495815635072009,0.42999853753473355,220.8336728192936
0,76.790682,30.718419,0.8287375091519293,0.7998076306508496,103.61710458770415,0.8287375091519293,0.48654055787111256,170.3326671836198,0.8373266021348318,0.4793074703430587,174.6950869627642,0.8373266021348318,0.644527092016672,129.91332909139723,0.8456878438016926,0.40778454632895156,207.38594716620116,0.8579597851664057,0.3929464571978198,218.3401248314311
0,76.770598,30.733668,0.5142344384136116,1.0,51.42344384136116,0.5142344384136116,0.7062733743515502,72.80954614574632,0.5142344384136116,0.6864639884183859,74.91062125464273,0.5313990727620993,0.7950898781517673,66.83509466846282,0.5523648577572168,0.7539992761491132,73.2580090233375,0.5523648577572168,0.2536252865243093,217.78777082003376
0,76.801987,30.752503,0.8661761457749352,0.9591201326270673,90.3094530403032,0.8728305169315526,0.8953236828272209,97.48770569492363,0.8849734893457472,0.898841534915693,98.45712007831875,0.8849734893457472,0.9697444502850674,91.25842267884072,0.8873468741116007,0.8188407262140633,108.36623603399379,0.8959362095425457,0.41534915692855123,215.7067601070551
0,76.779344,30.723923,0.6842330265121569,0.9272729752212632,73.78981646142412,0.7042378024503165,0.5941578365994354,118.52705780687934,0.7226605480464161,0.5734566133453342,126.0183475486805,0.7226605480464161,0.6938864569270002,104.14680108426487,0.7262348911906791,0.49984317255110533,145.29254995804246,0.7344855658420059,0.35455276902726074,207.15832169555924
0,76.775422,30.74005,0.1195942459383017,1.0,11.959424593830171,0.1195942459383017,0.7618300067279659,15.698285034998156,0.1286733306887276,0.7520403287927688,17.10989766935553,0.18253249278526917,0.8819388242635802,20.696729496820144,0.19192003007087033,0.6903575572608402,27.80009113427529,0.0,0.11605253663816219,0.0
0,76.806562,30.739112,0.9699098521619943,0.951190204395525,101.96802360663139,0.9699098521619943,0.8755722714218767,110.7743910833219,0.9720946717195553,0.8797539082683457,110.49620383420265,0.973278477162738,0.9640355198807993,100.95877766859478,0.973684384292111,0.784657718604679,124.09033406611604,0.9751147771131109,0.48394035159394866,201.4948275962909
0,76.80233,30.744275,0.6232981268275579,0.9822090113324663,63.45880760979689,0.6455571746818968,0.8653873474160446,74.59748245793777,0.6680676134774084,0.8670265662736183,77.05272704026673,0.6743119640276589,1.0,67.43119640276589,0.6916422636207047,0.7852841859092746,88.07540964547215,0.7196550394912384,0.36834340542253596,195.3761161179753
0,76.800424,30.724398,0.9488855372533332,1.0,94.88855372533332,0.9515373076441754,0.658988105210253,144.39369999562942,0.9537937209955989,0.6499692857541743,146.7444296062221,0.9570326385217661,0.7503350644999162,127.54736967538761,0.9587364782287244,0.5419249455520188,176.9131474935391,0.9594117802848682,0.505067850561233,189.95700859176972
0,76.764835,30.753958,0.5247564316322378,1.0,52.475643163223786,0.5247564316322378,0.7894845343114097,66.46823450315358,0.552595039382948,0.7796236009586064,70.87972179183525,0.552595039382948,0.8527216347847001,64.80368467752906,0.5670050210222795,0.7244951425454608,78.26208731091677,0.592388478401302,0.3611695685412175,164.01948835113367
0,76.788779,30.711419,0.7296061783380641,0.5706042707860064,127.8655305774408,0.735792739373716,0.29315084052703316,250.99458628564437,0.735792739373716,0.34070876874148115,215.95943717316294,0.7382024708376054,0.43306451612903224,170.4601608638046,0.7566351051997662,0.23569968196274418,321.0165999796994,0.7666578672743544,0.4685143116765107,163.6359547974063
0,76.803858,30.724407,0.9218742350231168,0.9664167510976022,95.39096191949318,0.9218742350231168,0.6364471462343803,144.84694298301156,0.9263920928617434,0.6388112124282337,145.01813287533952,0.9324416327542321,0.7510030395136779,124.15950185208933,0.9382676211677256,0.5374265450861195,174.5852767688231,0.9432961846893774,0.602404593042891,156.58847817287725
