Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.3745401188473625,fill_per_m_0,fill_ratio_1,distance_from_203,fill_per_m_1,fill_ratio_2,distance_from_9,fill_per_m_2,fill_ratio_3,distance_from_211,fill_per_m_3
0,76.789598,30.725341,1.0,0.4027413926745749,248.29829220162253,1.0,1.0,1.0,1.0,0.6513265281262943,1.5353282214325787,1.0,0.17612736618997737,5.677709385158032,0.0,0.6803176846054523,0.0
0,76.770598,30.733668,1.0,0.4066464545374268,245.9138617444806,1.0,1.0,1.0,1.0,0.75636385571239,1.3221150011962677,1.0,0.36007962359753887,2.7771635340235203,0.0,0.5653396067076849,0.0
0,76.795277,30.745213,1.0,0.44020251376092784,227.16817118020725,1.0,1.0,1.0,1.0,0.9387830157138082,1.0652088749599344,1.0,0.2519670121475538,3.968773497279844,1.0,0.4491920205059623,2.2262194214260904
0,76.801987,30.752503,1.0,0.46546767531078603,214.83768971332208,1.0,0.9591201326270673,1.0426222596964587,1.0,0.9574117504346772,1.0444826894447319,1.0,0.3467914762848247,2.8835772168133853,1.0,0.33837087056730425,2.9553371373943174
0,76.80957,30.744244,1.0,0.4194507402937627,238.40701754385964,1.0,0.9656761427167689,1.0355438596491227,1.0,0.9524051547905443,1.0499733175214943,1.0,0.43952382565874926,2.275189515610947,1.0,0.5107466766057897,1.9579177815616633
0,76.804139,30.741704,1.0,0.42600987058350265,234.73634510634864,1.0,1.0,1.0,1.0,0.9354307495652774,1.0690262218392221,1.0,0.38467473542384006,2.5995988504370735,1.0,0.47904695003282005,2.0874780643765476
0,76.778147,30.738008,1.0,0.4406195115729158,226.95318153983186,1.0,1.0,1.0,1.0,0.7719645938874352,1.2953961981134798,1.0,0.2701775872627067,3.7012692656391657,1.0,0.416522852530201,2.400828655439722
0,76.806562,30.739112,1.0,0.38834270351946154,257.5045162268346,1.0,0.951190204395525,1.0513144430829091,1.0,0.9493757585224883,1.053323714054273,1.0,0.3994304322226361,2.5035648747029273,1.0,0.5850085915814518,1.7093766047037076
0,76.788215,30.721767,1.0,0.3278387739283157,305.02798312034236,1.0,0.9100764003322939,1.098808846856014,1.0,0.6358523199280939,1.5726922253159132,1.0,0.35886366421985866,2.7865735645706042,1.0,0.8739734982091545,1.1441994546162835
0,76.801829,30.716223,1.0,0.30429556804913704,328.62785561126606,1.0,0.7981855617037704,1.252841504506102,1.0,0.6737742890232917,1.4841765503542848,1.0,0.5093810320422082,1.9631669361358126,1.0,0.9087118774932441,1.1004588195309846
0,76.807766,30.733979,1.0,0.36934232086264585,270.7515341497755,1.0,1.0,1.0,1.0,0.9268389873283213,1.078936054343776,1.0,0.5088197008740004,1.965332706815987,1.0,0.7247296974205031,1.3798247864814341
0,76.805758,30.701109,1.0,0.16121625997115355,620.2848274602885,1.0,0.3365490967186924,2.971334672265839,1.0,0.5048236450780387,1.980889781510559,1.0,0.5375752734423006,1.8602046065039721,1.0,0.9273585678587523,1.0783315479674438
0,76.778559,30.751855,1.0,0.545683336767433,183.25646627289154,1.0,1.0,1.0,1.0,0.8721939027789015,1.1465340411276608,1.0,0.41069486024579477,2.434897771551158,1.0,0.14351215038972948,6.968051118210863
0,76.764835,30.753958,1.0,0.5711349208685329,175.08997672201272,1.0,1.0,1.0,1.0,0.9408687585359778,1.0628474916693293,1.0,0.43696475661189327,2.2885140846454757,1.0,0.1595014559479123,6.269535246916904
0,76.786779,30.705302,1.0,0.20006083262198412,499.8479646885728,1.0,0.4186600414758844,2.3885728298185387,1.0,0.306572490401002,3.2618712745295024,1.0,0.5256965689998563,1.9022380189821504,1.0,0.915734143687247,1.0920200004484408
0,76.801385,30.731702,1.0,0.3543058703480215,282.24200717242906,1.0,1.0,1.0,1.0,0.9318480774290026,1.073136302173881,1.0,0.39071738137106937,2.5593947125947976,1.0,0.6581326760914415,1.5194504639077655
0,76.787096,30.696067,1.0,0.23368557383804786,427.92543141453586,1.0,0.42927435925164914,2.329512533064618,1.0,0.19533362171515087,5.1194463667820065,1.0,0.5232237482426733,1.9112282333488348,1.0,0.9360783677589128,1.0682866247557066
0,76.794879,30.751573,1.0,0.4868719277072969,205.39282367522145,1.0,0.9956059830860444,1.0044134095099906,1.0,0.9456064846861487,1.0575223586076663,1.0,0.3879375206910043,2.577734678044996,1.0,0.23108716806613094,4.327371391360972
0,76.766896,30.748096,1.0,0.5053375719934459,197.8875222072286,1.0,0.9822726145747908,1.0180473171726192,1.0,1.0,1.0,1.0,0.35719871073560544,2.799562176304127,1.0,0.23210573493792078,4.308381265406738
0,76.79506,30.736182,1.0,0.40062696847496543,249.6087579442342,1.0,1.0,1.0,1.0,0.8629856850715746,1.1587677725118484,1.0,0.2509459608390581,3.9849216805738537,1.0,0.5261379082326145,1.900642368384304
0,76.774077,30.720803,1.0,0.35762222941747857,279.624675912589,1.0,0.7962882048369125,1.2558267144052568,1.0,0.4507679199528106,2.218436485242088,1.0,0.5004915561575601,1.9980357064908987,1.0,0.9070958862211347,1.102419286858299
0,76.813366,30.729052,1.0,0.318257635965816,314.2108427234751,1.0,0.8434704597462035,1.1855779754289149,1.0,0.8363584356147286,1.195659608867332,1.0,0.5731095277719991,1.7448671703078567,1.0,0.8623621801539423,1.159605584536984
0,76.790718,30.708712,1.0,0.22668491645326191,441.1409526695089,1.0,0.5105915113208171,1.9585127794490016,1.0,0.40391394189862645,2.47577490219681,1.0,0.41690884780710963,2.3986058469612233,1.0,0.9238427793186513,1.0824352610489805
0,76.77055,30.741327,1.0,0.482942336561387,207.06405802401412,1.0,1.0,1.0,1.0,0.7427012860364478,1.346436338270896,1.0,0.3341459945958026,2.9927038365659393,1.0,0.34678287722719975,2.883648719901576
0,76.770566,30.75625,1.0,0.5722093034664782,174.7612270443595,1.0,1.0,1.0,1.0,0.927922289476843,1.0776764512939914,1.0,0.4380133404207891,2.283035487091155,1.0,0.13446732625730895,7.436750828870186
0,76.780351,30.73344,1.0,0.46330909840167195,215.83862770012706,1.0,1.0,1.0,1.0,0.6662007623888183,1.5010490177379363,1.0,0.15243540872511646,6.560155598777439,1.0,0.6396230410842864,1.5634208522332218
0,76.771895,30.70311,1.0,0.3605608375278408,277.3457058887558,1.0,0.6911546201734095,1.4468542505714594,1.0,0.11797287893321297,8.476524511757672,1.0,0.46736820327634526,2.1396406366325276,1.0,0.9095901747258741,1.0993962201728629
0,76.767487,30.724379,1.0,0.3375131231664361,296.2847757202244,1.0,0.9633280591455816,1.0380679670920665,1.0,0.6713247546102469,1.4895920240280327,1.0,0.4278673145049498,2.3371731518146417,1.0,0.8653681896467228,1.1555774894016375
0,76.804076,30.697282,1.0,0.144595217770975,691.5858044378095,1.0,0.28439924350611756,3.5161837551740516,1.0,0.442944536647497,2.2576189957520967,1.0,0.5296036126442549,1.8882046423495973,1.0,0.9315585317843219,1.0734698528117006
