Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.9507143064099162,fill_per_m_0,fill_ratio_1,distance_from_216,fill_per_m_1,fill_ratio_2,distance_from_18,fill_per_m_2,fill_ratio_3,distance_from_212,fill_per_m_3,fill_ratio_4,distance_from_80,fill_per_m_4
1,76.726063,30.663494,1.0,0.5814077846132714,171.99632107870022,1.0,1.0,1.0,1.0,0.5971834313535224,1.6745273688077544,1.0,0.9081282222203472,1.1011660859465737,1.0,0.7358770767763875,1.358922612973134,0.0,0.5166774952958748,0.0
1,76.708931,30.698582,1.0,0.6879139316516056,145.3670225284012,1.0,1.0,1.0,1.0,0.1363043152692497,7.336524878355046,1.0,0.36898369026479255,2.7101468882875914,1.0,0.24993759939524898,4.000998658943704,0.0,0.3102058863381899,0.0
1,76.698191,30.688447,1.0,0.7496050785427644,133.40357858087148,1.0,1.0,1.0,1.0,0.08481131951988902,11.790878925843042,1.0,0.4764263930156154,2.0989601219830485,1.0,0.29010196468540167,3.447063866266609,1.0,0.16178222228039635,6.181148867313915
1,76.696883,30.70069,1.0,0.792820769434551,126.13191260279567,1.0,1.0,1.0,1.0,0.17831529574832772,5.608043862997537,1.0,0.32765288632299344,3.0520103491907613,1.0,0.1713910907324559,5.834608997039497,1.0,0.2807180382037907,3.5622933474408143
1,76.729384,30.700394,1.0,0.5739361649937695,174.23540473544747,1.0,1.0,1.0,1.0,0.39138387896401405,2.5550362540403597,1.0,0.4715958628942645,2.120459653447401,1.0,0.5318830669287974,1.8801124949779027,1.0,0.4557825455167108,2.19402873110536
1,76.707739,30.67142,1.0,0.6795052934192839,147.16588813723297,1.0,1.0,1.0,1.0,0.22140077540087647,4.516696015130764,1.0,0.6747864759690706,1.4819502696225284,1.0,0.41525099452021175,2.408182071075874,1.0,0.11826668303142755,8.455466699224711
1,76.705889,30.715948,1.0,0.7375268595649487,135.588282247765,1.0,1.0,1.0,1.0,0.2986975840783312,3.3478677207437926,1.0,0.16202373350361857,6.17193529846457,1.0,0.19163739889314602,5.218188129121833,1.0,0.4609275223499361,2.169538488180795
1,76.708249,30.663889,1.0,0.7452683012980896,134.1798649235752,1.0,1.0,1.0,1.0,0.28512842792632676,3.507191504097887,1.0,0.7034835499032347,1.4214973472194932,1.0,0.4618731650802428,2.165096558113019,1.0,0.2080255934278605,4.8071008164040245
1,76.711345,30.704868,1.0,0.6914608659818091,144.62134434464264,1.0,1.0,1.0,1.0,0.2054120017595391,4.868264714009395,1.0,0.29970343252025594,3.3366317882676015,1.0,0.2628737246888879,3.8041078513400453,1.0,0.3789181672413548,2.6390922538244053
1,76.68866,30.70407,1.0,0.8419921702528479,118.76595000873972,1.0,1.0,1.0,1.0,0.13864708966963818,7.212556732223903,1.0,0.2659966206374177,3.7594462576391474,1.0,0.054314513779642255,18.411285131945935,1.0,0.30302394686243667,3.300069220119981
