Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_234_0_0,fill_per_m_1_234_0_0
2,76.74202,30.744061,0.8226574684804273,11692.9,0.007035529838452629,0.0,589.9,0.0
2,76.749047,30.743196,0.8467850018697454,10458.2,0.008096852248663683,0.0,1198.3,0.0
2,76.745047,30.737274,0.8736780345607488,10909.7,0.008008268188499673,0.0,1443.6,0.0
2,76.750709,30.746168,0.788913962965867,10116.2,0.007798520817756342,0.0,1377.5,0.0
2,76.729602,30.744926,0.9789473558546619,14470.7,0.006765031103226946,0.0,1783.6,0.0
2,76.736806,30.748459,0.5420152984797261,14910.4,0.0036351492815734393,0.0,1116.2,0.0
2,76.735379,30.734311,0.4035199924402112,12793.8,0.003154027673093305,0.0,1040.4,0.0
2,76.730074,30.734448,0.572772509737109,12705.1,0.004508209378415826,0.0,1474.0,0.0
2,76.743991,30.750429,0.8723945633548149,11172.0,0.007808759070487065,0.0,2274.9,0.0
2,76.739675,30.751624,0.648256954077822,11498.4,0.005637801381738521,0.0,1676.8,0.0
2,76.752629,30.749529,0.8561536219946603,10790.3,0.007934474685547765,0.8684171391507036,2341.6,0.03708648527292038
2,76.735219,30.742392,0.6231378537478254,11879.6,0.005245444743491577,0.6533556367025921,1780.7,0.03669094382560746
2,76.727572,30.739281,0.6659471660804642,13334.5,0.004994166756012331,0.6901102198713704,1906.5,0.036197756090814076
2,76.721468,30.736991,0.8665956885955035,13539.8,0.00640035811899366,0.879928924988767,2560.9,0.03436014389428588
2,76.757627,30.748752,0.8178220735661906,10205.6,0.008013463917517743,0.8280921191857036,2638.3,0.031387337269669996
2,76.755438,30.729956,0.853284798567202,8705.4,0.009801787379869989,0.8570733784594807,2802.3,0.030584640418923052
2,76.739919,30.725365,0.8747660625539935,11468.3,0.007627687299372998,0.8770017361662573,2902.5,0.030215391426916705
2,76.735225,30.752778,0.5469155137931242,15723.3,0.003478376128377149,0.0,1889.5,0.0
2,76.754223,30.73939,0.5757924711223097,9381.6,0.006137465582867631,0.5757924711223097,2042.8,0.0281864338712703
2,76.737358,30.730679,0.47190251056452304,12768.9,0.003695717803135141,0.4887391733443004,1759.9,0.027770849101897855
2,76.724063,30.726649,0.7003478888665695,12919.7,0.005420775164025245,0.7126485694842672,2626.3,0.02713507860808998
2,76.75884,30.716926,0.9623380574812068,7930.6,0.012134492440435867,0.9624704740474785,3592.8,0.026788868683129553
2,76.748739,30.719108,0.8319415416880521,10716.4,0.007763255773282559,0.8471661535715016,3310.1,0.02559337039882486
2,76.718283,30.735031,0.7199968026274463,14281.5,0.005041464850523028,0.7351230588248338,3044.5,0.024145937225318895
2,76.750122,30.751839,0.39419049459990796,10348.4,0.0038091926732626105,0.4261171174388896,1996.8,0.021339999871739262
2,76.732014,30.741725,0.2626954770019353,13978.4,0.0018792957491696855,0.26647226754456466,1287.4,0.020698482798241775
2,76.744077,30.754541,0.4595629775055219,10939.6,0.004200912076360396,0.4859876957885533,2524.9,0.01924779974607126
2,76.735551,30.722152,0.5668584332940947,11221.3,0.005051628895886348,0.5879686620816944,3087.5,0.01904351941965002
2,76.728869,30.724373,0.5183654633353206,12626.8,0.004105279748909626,0.5658820572932216,3014.6,0.01877138118799249
2,76.712239,30.733528,0.7534756054464806,15020.4,0.005016348469058618,0.75427608917968,4055.1,0.01860067789153609
2,76.723448,30.733899,0.5032204148586344,13343.3,0.0037713340392454228,0.5117060910741603,2783.3,0.018384870156798058
2,76.749401,30.722265,0.4903124894098283,9692.8,0.00505852271180493,0.4988812588748023,2827.9,0.01764140382880591
2,76.742851,30.7107,0.765148849861264,10370.2,0.007378342267856587,0.7873133118937405,4688.5,0.016792434934280485
2,76.763248,30.749912,0.49896794422079305,10374.3,0.004809654089632969,0.5408581772667009,3232.9,0.016729814632890003
2,76.717378,30.731993,0.45495687972773713,13991.1,0.003251759187824668,0.4899926107414556,3025.9,0.016193284997569505
2,76.716595,30.726273,0.5375811380515143,13930.6,0.0038589948606055323,0.57625968919611,3565.8,0.016160740624715633
2,76.733378,30.717856,0.6451500833009034,11159.2,0.005781329157116132,0.6642999773847003,4162.5,0.015959158615848654
2,76.751598,30.701793,0.8146250560259172,8623.6,0.009446461524489972,0.8184435608362433,5911.1,0.013845875739477308
2,76.752876,30.717853,0.5356889704560298,10611.1,0.005048383018311294,0.5796214715450392,4186.6,0.01384468235668655
2,76.756494,30.708804,0.6268329044150672,9410.4,0.006661065463902355,0.6519119536819207,4709.7,0.013841899774548713
2,76.727024,30.707493,0.8036934518773025,11915.6,0.006744884452963363,0.8036934518773025,5897.0,0.013628852838346658
2,76.732449,30.702766,0.8482031285528955,11252.2,0.00753810924577323,0.8494469284226205,6262.8,0.013563373066721281
2,76.761229,30.756097,0.41798408550691357,11364.6,0.0036779480624651423,0.43021327445842333,3292.9,0.013064875169559455
2,76.736815,30.711349,0.6844353610693075,10607.5,0.006452372011023403,0.6880216281860309,5440.0,0.012647456400478508
2,76.750081,30.70896,0.7136602831121538,10343.3,0.006899734930942289,0.7213840812432462,6022.2,0.011978746658085852
2,76.727989,30.713761,0.49298271045808906,12267.8,0.004018509516442142,0.5247139410944526,4468.8,0.011741719054208122
2,76.724986,30.715899,0.5061398526946443,12534.1,0.004038102876908947,0.5131616242433179,4587.6,0.011185840619132399
2,76.746844,30.686661,0.9322668839209722,9664.0,0.009646801365076287,0.9353674662858883,8520.4,0.010977975990398202
2,76.744236,30.729776,0.333299859870525,10166.9,0.003278284038109208,0.34300892378706216,3127.2,0.010968563692346578
2,76.730468,30.707526,0.5935752544142979,11568.7,0.005130872564888863,0.6082742589992501,5550.1,0.010959699086489434
2,76.764624,30.706718,0.5462476001308509,7610.1,0.007177929332477246,0.5462476001308509,5038.3,0.010841903025442131
2,76.724239,30.739403,0.3560672991191448,13288.7,0.0026794742835577956,0.3560672991191448,3315.6,0.010739151258268331
2,76.752546,30.683652,0.9361630415509965,8057.9,0.011617953083942424,0.9396364655128133,8770.1,0.010714090666159031
2,76.756212,30.681968,0.9603667746221303,7569.0,0.012688159263074782,0.9621925694798418,9248.9,0.010403318983661211
2,76.746865,30.707631,0.48529063406171535,9511.8,0.005101985261062212,0.530375727107102,5116.6,0.010365784448796114
2,76.761706,30.696475,0.7588681344179496,7400.2,0.010254697635441606,0.7821498481056344,7741.6,0.010103206676987112
2,76.764892,30.731457,0.51351786674177,8458.0,0.006071386459467604,0.5208766039208883,5176.7,0.01006194301236093
2,76.737422,30.69957,0.6392018293899598,10464.8,0.006108113192702774,0.657592652937581,6693.9,0.009823759735544018
2,76.731578,30.712854,0.427541855359712,11735.6,0.003643118846584001,0.4830769866480429,5091.3,0.009488283673090231
2,76.756587,30.685461,0.7939550847155906,7520.0,0.010557913360579664,0.8013017999863699,8536.7,0.009386552180425337
2,76.761443,30.701343,0.6131162390692415,7298.8,0.008400233450282808,0.6139344913892858,6897.2,0.008901213411084002
2,76.739592,30.718233,0.3050996868195266,10536.4,0.002895672970080166,0.31013926489595084,3663.5,0.008465654835429257
2,76.756675,30.701723,0.4864827657324229,8122.3,0.005989470540763366,0.5057895359373482,6279.0,0.008055256186293172
2,76.714692,30.737373,0.23833721062799695,14806.7,0.0016096578618327983,0.29951171985114944,3721.0,0.008049226548001866
2,76.74777,30.729357,0.17238636210516622,9988.1,0.001725917462832433,0.18259236860701863,2333.7,0.007824157715516932
2,76.742796,30.699565,0.4919280240391293,9777.2,0.00503137937281767,0.49512417660344815,6341.5,0.00780768235596386
2,76.764742,30.727141,0.2336904488253636,7724.2,0.0030254323920323608,0.2982285588161105,3858.5,0.00772913201544928
2,76.755728,30.720117,0.23568253457588495,11070.0,0.002129020185870686,0.2425934149690811,3357.2,0.007226063832035063
2,76.760074,30.707197,0.3340455484199596,7762.0,0.004303601499870646,0.3588395053849166,4970.7,0.007219093998529717
2,76.720504,30.729951,0.13247065634192656,13454.3,0.00098459716478692,0.21800333856165088,3187.1,0.006840178800842487
2,76.7473,30.693785,0.5018695310245037,9270.7,0.005413502011978639,0.5018695310245037,7542.8,0.006653623734216786
2,76.751162,30.728939,0.08947312281038722,9310.1,0.000961032886976372,0.1724532446075709,2730.7,0.006315349346598708
2,76.753596,30.742354,0.09072088274783086,9332.3,0.0009721170852611989,0.12620445913618106,2127.4,0.005932333324066045
