Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_153_0_0,fill_per_m_1_153_0_0,fill_ratio_2,distance_from_6_0_0,fill_per_m_2_6_0_0,fill_ratio_3,distance_from_257_0_0,fill_per_m_3_257_0_0,fill_ratio_4,distance_from_296_0_0,fill_per_m_4_296_0_0
2,76.750709,30.746168,0.21567515239771717,10116.2,0.0021319779403107604,0.2780642693248818,2947.9,0.009432622182736246,0.30083462009906303,1646.6,0.018270048590979172,0.3123579014243405,494.1,0.06321754734352165,0.0,585.9,0.0
2,76.747066,30.750712,0.9309486955069778,10549.0,0.008824994743643736,0.9309486955069778,3380.7,0.02753715785213056,0.9309486955069778,1983.7,0.04692991357095215,0.9349703999385282,2457.0,0.038053333330831426,0.9381111271979132,1721.4,0.05449698659218736
2,76.743991,30.750429,0.6391199378155004,11172.0,0.005720729840811854,0.6632104827322566,3582.7,0.01851147131303923,0.680367285994764,2606.7,0.02610071300858419,0.6895058022944676,2414.7,0.028554512042674767,0.7121566095119686,1679.1,0.04241299562336779
2,76.750122,30.751839,0.435583314812933,10348.4,0.0042091851379240566,0.4860529397531776,3180.1,0.015284203004722417,0.49605550653399105,1783.1,0.027819836606695705,0.54358129406922,2055.5,0.02644521012255996,0.5497591075767829,1319.9,0.0416515726628368
2,76.732014,30.741725,0.6178472402012138,13978.4,0.00442001402307284,0.6443088788225196,4308.1,0.014955754945858258,0.6443088788225196,3548.7,0.018156194629653667,0.6701313396360192,2571.8,0.026056899433704764,0.6918022313677243,1888.8,0.036626547615826156
2,76.735219,30.742392,0.6895267510315611,11879.6,0.005804292661634744,0.6895267510315611,3421.3,0.020153940052949494,0.7111057355966849,2661.9,0.026714216747311503,0.7146158406697293,3065.1,0.023314601176788012,0.7162440920328866,2382.0,0.030069021495923033
2,76.760178,30.737124,0.9651186964360455,8987.3,0.010738694562727911,0.9665098422849141,1569.2,0.06159252117543424,0.9692474942510662,1120.9,0.08647046964502329,0.9692474942510662,3321.9,0.029177503665103285,0.970774236695259,3329.2,0.02915938473793281
2,76.74777,30.729357,0.951811785423239,9988.1,0.00952945790914427,0.9564162835126245,1787.0,0.0535207769173265,0.960242821899172,3028.1,0.03171106706843143,0.9617224529641683,2925.0,0.032879400101339086,0.962030975787568,3384.8,0.028422092170514297
2,76.735225,30.752778,0.44375021930457115,15723.3,0.0028222460889544255,0.44375021930457115,4230.0,0.010490548919729815,0.44375021930457115,3758.8,0.011805635290639863,0.46552882767937537,3173.9,0.014667406902529235,0.49350256307779716,1749.6,0.028206593683001668
2,76.717378,30.731993,0.9699120461072704,13991.1,0.006932350180523836,0.9727746240966407,5098.7,0.019078875479958436,0.9731619033500932,4806.5,0.02024678879330268,0.9731619033500932,4322.3,0.02251490880665602,0.9755941181522376,3627.3,0.026895876220666547
2,76.744077,30.754541,0.4521990282834353,10939.6,0.004133597465020981,0.46991335387867383,3832.6,0.012260954805580385,0.47573032323017994,2374.3,0.020036655992510633,0.5153148820233272,2664.6,0.019339296030298252,0.5169440832003727,1929.0,0.026798552783845138
2,76.761229,30.756097,0.6926259522261645,11364.6,0.00609459155822611,0.6926259522261645,4190.3,0.016529268840564267,0.6926259522261645,2741.6,0.02526356697644312,0.6926259522261645,3022.3,0.02291718069768602,0.700670105759697,2697.1,0.025978647649686593
2,76.727572,30.739281,0.531169528001032,13334.5,0.003983422910503071,0.5478128365631397,4247.0,0.012898818850085701,0.5919405950736653,4149.9,0.014263972507136685,0.6145913584832509,3190.9,0.01926075271814381,0.635111311670362,2507.9,0.025324427276620362
2,76.744586,30.725718,0.8682712805132586,11624.4,0.00746938577916502,0.8776114561246143,2042.0,0.04297803409033371,0.8813403797429559,3305.4,0.026663652802775935,0.8918645969284907,3236.4,0.027557304317404854,0.8935829568047188,3696.2,0.02417571984212756
2,76.735379,30.734311,0.3961726916092554,12793.8,0.00309659906837105,0.4301257088940798,3316.3,0.012970048213191804,0.43081644067986413,2556.9,0.016849170506467365,0.45975148723103804,2140.6,0.021477692573625997,0.47444353073992995,2249.1,0.021094817070825216
2,76.737358,30.730679,0.5444890979608495,12768.9,0.004264181706809902,0.5481067368016049,2794.1,0.019616575527060767,0.5481067368016049,2270.8,0.024137164734965865,0.5481067368016049,2245.2,0.024412379155603285,0.5481067368016049,2705.1,0.020261976888159585
2,76.730074,30.734448,0.44869362262253065,12705.1,0.0035316024480132437,0.4780759252824038,4001.4,0.011947716431309137,0.5017909722736893,3053.2,0.016434919830790297,0.5247861823307388,2636.9,0.019901633824973976,0.5461584410796281,2811.3,0.019427255756398393
2,76.720504,30.729951,0.6726021182251263,13454.3,0.00499916099852929,0.6905008757145653,4554.9,0.015159517787757478,0.70331815528939,4269.6,0.016472694287272577,0.7292280606599534,3778.4,0.019299916913507128,0.7537718433732054,3904.2,0.01930669134197032
2,76.764892,30.731457,0.8078459419412586,8458.0,0.009551264388049877,0.8078459419412586,1545.9,0.052257322073954234,0.8078459419412586,2233.9,0.03616303066123186,0.8256794457119165,4383.6,0.018835647543387093,0.8256794457119165,4390.8,0.01880476099371223
2,76.764742,30.727141,0.6588854702326572,7724.2,0.00853014513131013,0.6623450820531641,1296.1,0.051102930487860826,0.6623450820531641,2589.4,0.025579094850280534,0.6623450820531641,3540.2,0.018709256032234455,0.6623450820531641,3547.5,0.018670756365135002
2,76.724239,30.739403,0.6765133857772465,13288.7,0.005090892154817601,0.6796096235269518,4585.0,0.014822456347370812,0.7042574119765824,4104.1,0.017159850198011313,0.7192176304338014,4612.0,0.015594484614783204,0.7234643747299582,3917.0,0.018469858941280524
2,76.743005,30.717842,0.7823854840582735,10926.3,0.007160571136233432,0.783330203790574,2640.3,0.029668227238971858,0.7983876948713755,4162.3,0.019181406791230222,0.8140418308213799,4180.4,0.019472821519983256,0.8152573679200713,4640.2,0.017569444591182953
2,76.752876,30.717853,0.7978136488586345,10611.1,0.0075186705323541814,0.8014820846064042,2955.8,0.02711557225138386,0.8049529445878058,4103.1,0.019618165401472196,0.8213758784280593,4308.3,0.01906496479883154,0.8275802680817455,4768.1,0.017356604687018842
2,76.729602,30.744926,0.20185345212294836,14470.7,0.0013949114564115652,0.26906004883335655,4124.2,0.006523933098136767,0.31878061480503134,3630.4,0.008780867529887377,0.35697386728718505,3068.0,0.011635393327483215,0.4088277272266708,2385.0,0.017141623783088925
2,76.739675,30.751624,0.004939980934409616,11498.4,4.2962333319501984e-05,0.09753979013700187,4017.4,0.0024279332438144536,0.09753979013700187,2933.1,0.003325484645494592,0.12772810292096048,1846.1,0.006918807373433752,0.1850171857121235,1081.0,0.017115373331371277
2,76.716595,30.726273,0.6638045276218051,13930.6,0.004765082104301359,0.6782004048030129,4933.6,0.013746562445334296,0.7026665005343221,4931.3,0.01424911282084485,0.7209818114889022,4157.2,0.01734296669606712,0.7413730456663877,4407.9,0.016819189311608425
2,76.704889,30.732946,0.8785155613013479,16295.3,0.005391220543968801,0.8874674306309797,7591.6,0.0116901236976524,0.8929617335930509,7110.7,0.012558000388049712,0.8929617335930509,6088.8,0.014665644028265847,0.9021685197574437,5393.7,0.01672633850153779
2,76.755728,30.720117,0.6512329770414921,11070.0,0.005882863387908691,0.6608173053324075,2967.6,0.022267735049616103,0.6818326565449904,4114.8,0.016570250231967298,0.6998098111911513,3948.5,0.0177234344989528,0.7123815757436269,4408.4,0.016159640135732397
2,76.736806,30.748459,0.1221099140100268,14910.4,0.000818958002535323,0.14872125185671117,3456.7,0.004302405527141817,0.2050223264417896,2998.3,0.006837952387746042,0.2612813807539729,2400.6,0.010884003197282882,0.2651195098771367,1717.5,0.01543636156489879
2,76.733378,30.717856,0.8441704489691971,11159.2,0.0075647936139615485,0.8469932911499483,3015.4,0.02808891991609565,0.8601826910413097,4605.3,0.018678103294927795,0.8601826910413097,4753.8,0.018094633578217632,0.8732810906026619,5711.3,0.015290408323895818
2,76.724063,30.726649,0.5670162609866678,12919.7,0.00438877265715665,0.5715240395124401,4216.0,0.01355607304346395,0.5944607917857272,3735.1,0.015915525468815486,0.6044645869258567,3217.7,0.0187856104337215,0.6307198196974384,4175.2,0.015106337892734202
2,76.764624,30.706718,0.8681422543775054,7610.1,0.011407764081648142,0.8744606385902464,3865.2,0.022623942838410595,0.8825055312223238,4720.4,0.018695566715158117,0.8940748560190123,5629.6,0.01588167642495048,0.9043708364681631,6089.4,0.014851559044703306
2,76.746865,30.707631,0.9866301229588469,9511.8,0.010372696261053081,0.9873435430027053,3969.5,0.024873247084083772,0.9885625055020326,5516.7,0.017919453758624405,0.9885625055020326,5708.0,0.017318894630378986,0.9885625055020326,6665.4,0.014831255521079494
2,76.730468,30.707526,0.9771741842213173,11568.7,0.008446706926632354,0.9777602976844244,4426.1,0.022090786418843322,0.9794966882097843,5948.1,0.016467387707163366,0.9810572394282087,6141.4,0.015974488543788204,0.9821281309938427,7098.9,0.013834934017859707
2,76.713972,30.720256,0.6832480282896458,14292.5,0.004780465476925981,0.7052668691014748,5588.8,0.012619289813582072,0.7052668691014748,5107.9,0.013807374245805026,0.7157412297616519,4435.1,0.016138108041795038,0.7343367165352701,5392.6,0.013617489087550904
2,76.731578,30.712854,0.8707534503372591,11735.6,0.007419760816125797,0.8780857650341138,3659.7,0.023993381015769432,0.8818872475656249,5181.7,0.017019264866079183,0.8818872475656249,5682.6,0.015519080131728872,0.8848514838796417,6640.1,0.013325875873550726
2,76.764698,30.740955,0.3161561049767505,9034.7,0.0034993536584142304,0.33892823750434165,2196.4,0.015431079835382517,0.33892823750434165,1811.5,0.01870981162044392,0.35065755243941915,2948.6,0.011892340515479181,0.3929280228850989,2955.8,0.013293457706377253
2,76.728869,30.724373,0.4888465802569202,12626.8,0.0038715001445886544,0.5297570768556231,3725.5,0.014219757800446198,0.5493264241138502,3773.1,0.014559021073224942,0.5674207120165673,3606.0,0.015735460677109465,0.5825396337748662,4563.5,0.012765194122381203
