Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_0_1,fill_per_m_0_0_0_1,distance_from_0_0_2,fill_per_m_0_0_0_2,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_1_1,fill_per_m_0_0_1_1,fill_ratio_1,distance_from_145_0_0,fill_per_m_1_145_0_0,distance_from_139_0_1,fill_per_m_1_139_0_1,distance_from_271_0_2,fill_per_m_1_271_0_2,distance_from_32_1_0,fill_per_m_1_32_1_0,distance_from_159_1_1,fill_per_m_1_159_1_1,fill_ratio_2,distance_from_221_0_0,fill_per_m_2_221_0_0,distance_from_17_0_1,fill_per_m_2_17_0_1,distance_from_218_0_2,fill_per_m_2_218_0_2,distance_from_59_1_0,fill_per_m_2_59_1_0,distance_from_211_1_1,fill_per_m_2_211_1_1,fill_ratio_3,distance_from_2_0_2,fill_per_m_3_2_0_2,distance_from_22_1_0,fill_per_m_3_22_1_0,distance_from_11_1_1,fill_per_m_3_11_1_1,fill_ratio_4,distance_from_239_0_2,fill_per_m_4_239_0_2,distance_from_295_1_0,fill_per_m_4_295_1_0,distance_from_44_1_1,fill_per_m_4_44_1_1,fill_ratio_5,distance_from_290_1_1,fill_per_m_5_290_1_1,fill_ratio_6,distance_from_60_1_1,fill_per_m_6_60_1_1,fill_ratio_7,distance_from_3_1_1,fill_per_m_7_3_1_1,fill_ratio_8,distance_from_27_1_1,fill_per_m_8_27_1_1
0,76.807241,30.730795,0.7607850486168974,0.9783040366752402,77.7657067839994,0.9783040366752402,77.7657067839994,0.9783040366752402,77.7657067839994,0.9783040366752402,77.7657067839994,0.9783040366752402,77.7657067839994,0.7825121265923418,0.6082199448272185,128.65611087690257,0.33694044271492735,232.24048745445378,0.1627463784532964,480.81692141426095,0.680344363447366,115.0170661556278,0.24877060650079297,314.5516818080546,0.7825121265923418,0.7173794261497661,109.07925402769747,0.470661140504018,166.2580696070152,0.20273998160907286,385.96833263070766,0.7250023321827899,107.93235991895436,0.6186814504844277,126.48061873838867,0.7825121265923418,0.5764489518504204,135.74699443557867,0.587869984141157,133.10972624934158,0.4302144275490758,181.8888620380074,0.800386586245717,0.5294854538427709,151.1630924772089,0.5175046976824766,154.66267066367908,0.12621773258525795,634.1316468389806,0.8133456947107007,0.5023255194104242,161.91606105644772,0.8133456947107007,0.17398083612084705,467.4915426580379,0.8133456947107007,0.1571891200341165,517.4312920221013,0.0,0.12237962605114809,0.0
0,76.777493,30.713325,0.3109823217156622,0.5687695797774658,54.676328125237596,0.5687695797774658,54.676328125237596,0.5687695797774658,54.676328125237596,0.5687695797774658,54.676328125237596,0.5687695797774658,54.676328125237596,0.3229964769240372,0.4780166360591984,67.57013303696752,0.752922112995571,42.89905573884204,0.5821864534946527,55.47990252696663,0.44696986064599764,72.26359210377544,0.40289510640596304,80.16887566725153,0.3229964769240372,0.15755644377228042,205.00366039669612,0.8613157610456952,37.50035602876903,0.4890677325267365,66.04330145750917,0.7019336718159231,46.01524188011038,0.9094307010910663,35.51633747755936,0.3657720787889821,0.2839688884087717,128.80709603034228,0.5907745489899535,61.913987224795335,0.2750783191098628,132.9701591796107,0.3892792386337244,0.24588959706168304,158.3146433543795,0.32286918007993953,120.5687202901628,0.5651939073133845,68.87534235535907,0.4231042696592792,0.3211515609808793,131.74597948925117,0.4231042696592792,0.5913686939613266,71.54661279498653,0.4324855714581936,0.5330776709517122,81.12993565948281,0.0,0.5919736415685427,0.0
0,76.782044,30.751951,0.15601864044243652,1.0,15.601864044243651,1.0,15.601864044243651,1.0,15.601864044243651,1.0,15.601864044243651,1.0,15.601864044243651,0.15601864044243652,0.6823835980136683,22.863773528054733,0.33122572397856337,47.10341895200564,0.48452726289394754,32.200177862145516,0.7356015536653719,21.20966706296681,0.42566497861251784,36.652919145706846,0.1896516971951186,0.7583362013864988,25.00892042980016,0.2854417621318649,66.44146805242382,0.48275726436894634,39.28510479133415,0.2911942573381189,65.12892765426531,0.3102905747578544,61.12067610919849,0.1896516971951186,0.7048035793303505,26.908446942807934,0.2596784502679581,73.03328289252342,0.5506170411524657,34.443484858036584,0.1896516971951186,0.530222724814396,35.768307980670954,0.45823295147254045,41.387616622870354,0.30899257583952017,61.3774284640473,0.1896516971951186,0.6093023255813954,31.12604190606908,0.1896516971951186,0.4487241260632283,42.264653532000054,0.1896516971951186,0.5727715226903978,33.11123016456803,0.26523519154148817,0.40885982595014503,64.87191323459352
0,76.780351,30.73344,0.046450412719997725,1.0,4.645041271999773,1.0,4.645041271999773,1.0,4.645041271999773,1.0,4.645041271999773,1.0,4.645041271999773,0.0479242777511824,0.5924396442185514,8.089309724435507,0.4149936467598475,11.548195526693371,0.49696103346039816,9.643467902801154,0.7024565861922915,6.82238286225756,0.2850592969080898,16.81203815170932,0.06343686898545735,0.5105463786531131,12.425290167136616,0.3597628123676408,17.632970058236968,0.4950444726810673,12.814377795573648,0.2993434985175773,21.191998256054447,0.6396230410842864,9.917852377225095,0.071978896329349,0.5308555696738669,13.559035722949934,0.19038542990258364,37.80693531336885,0.4146548072850487,17.35875119852839,0.11547159295238749,0.26490893689114786,43.589164755070236,0.18737822956374417,61.62487137445453,0.30002117746717494,38.48781406939886,0.1556770413480639,0.35006353240152477,44.47108222901136,0.16224035521526492,0.4621876323591698,35.1027037195116,0.16224035521526492,0.5322215163066497,30.48361448088976,0.0,0.4188161795849217,0.0
0,76.794488,30.691011,0.0,0.2393984095494854,0.0,0.2393984095494854,108.09594854326933,0.2393984095494854,108.09594854326933,0.2393984095494854,108.09594854326933,0.2393984095494854,108.09594854326933,0.0,0.16915068586058973,0.0,0.7445953507299455,0.0,0.5459162046221409,0.0,0.1438102989300914,0.0,0.4728114349661733,0.0,0.0,0.2584397307424929,0.0,0.8214642996422334,0.0,0.46005222374824084,0.0,0.7011631653017278,0.0,0.9398663885921631,0.0,0.0,0.38576902860437123,0.0,0.6139172897909354,0.0,0.3552147447309968,0.0,0.0,0.41879885379046067,0.0,0.49102192380080373,0.0,0.5922902148295098,0.0,0.0,0.28795971310849994,0.0,0.0,0.6096020482560999,0.0,0.0,0.5638554012581175,0.0,0.0,0.6133068823439646,0.0
0,76.801226,30.728631,0.9868869366005173,0.8373997456329327,117.85135375872338,0.8373997456329327,117.85135375872338,0.8373997456329327,117.85135375872338,0.8373997456329327,117.85135375872338,0.8373997456329327,117.85135375872338,0.9868869366005173,0.47701611856620035,206.88754492549856,0.5376618994471409,183.55158466971508,0.3915565707166403,252.04198075243198,0.5472525761154515,180.33481790176498,0.26869468165182864,367.28934511599806,0.9873919176935326,0.5784255197653594,170.70338080762275,0.6678822643860151,147.8392181294473,0.2206764087523036,447.4388192540429,0.8059931995743246,122.50623432244981,0.728956316349573,135.45282420188622,0.9886037946676218,0.661341396942404,149.48463822743565,0.6724504892672671,147.01510526743016,0.4666597451138163,211.8468123764362,0.9894026334829985,0.4915384016404081,201.2869452683801,0.3965271108573209,249.51702075145303,0.3170633581644042,312.05202619785916,0.990020850744829,0.3817322916396294,259.3495159899777,0.0,0.34356425364030424,0.0,0.0,0.2735354426765645,0.0,0.0,0.34923560100708595,0.0
0,76.79506,30.736182,0.18182496720710062,1.0,18.182496720710063,1.0,18.182496720710063,1.0,18.182496720710063,1.0,18.182496720710063,1.0,18.182496720710063,0.22832255822414926,0.5828343313373254,39.17452111996533,0.2408189755458408,94.81086683747942,0.3364436770630518,67.86353074525461,0.6491066945862876,35.17488883236248,0.26313018135508126,86.7717101277862,0.2343768601886683,0.6829776030760564,34.31691744107868,0.32430843833804784,72.26973845939895,0.3342272510194335,70.12500012305716,0.5067411189890157,46.25179433953706,0.5261379082326145,44.54665906434674,0.24227226221343418,0.6292690692235162,38.50058330570498,0.3149774071488924,76.9173460428259,0.4948875255623722,48.9550149679212,0.3011588396667845,0.3989077060602721,75.49586911747488,0.3092465375996473,97.38470865490069,0.117837943744413,255.57034525312918,0.3211255762566284,0.4973855969043508,64.56270110257778,0.0,0.2918457563400806,0.0,0.0,0.4679597859495732,0.0,0.0,0.3368110404956957,0.0
0,76.795277,30.745213,0.05808361216819946,1.0,5.8083612168199465,1.0,5.8083612168199465,1.0,5.8083612168199465,1.0,5.8083612168199465,1.0,5.8083612168199465,0.14666694743611003,0.6877967235038449,21.324170706854225,0.15658085367212748,93.66850671489078,0.4364649504067759,33.6033734895367,0.7481109996656636,19.604971388157182,0.39683494929232144,36.95918106448594,0.16144683547211874,0.7786693413574055,20.733683336071582,0.1711913518332776,94.30782206180075,0.46154017608380693,34.980017740168094,0.42754931461049817,37.76098568166305,0.4491920205059623,35.94160806558134,0.16144683547211874,0.662598907834615,24.365695983370976,0.3381812102975593,47.73974146288751,0.5402986737991754,29.881034935156475,0.20275606948501648,0.5201381923548423,38.98119239563449,0.4385489802741558,46.23339207362082,0.2646049258887775,76.62596181986491,0.2819195851771325,0.609762621196924,46.23431731904833,0.0,0.2974813328875516,0.0,0.0,0.46265463055834166,0.0,0.0,0.3416471637133623,0.0
0,76.799059,30.741536,0.06355835028602363,0.982006476784155,6.472294408297856,0.982006476784155,6.472294408297856,0.982006476784155,6.472294408297856,0.982006476784155,6.472294408297856,0.982006476784155,6.472294408297856,0.12400306444842125,0.6750776440421321,18.368711442721416,0.1572664876156371,78.84900739405307,0.36854670247687255,33.64649951147042,0.7348939509488599,16.873599828698335,0.37562032339710644,33.012874097689604,0.17963707364325326,0.7642715828332062,23.504350767213737,0.19031356035235475,94.39005466066918,0.41847099262796067,42.92700732137929,0.483481989897985,37.15486355161995,0.3969627640173745,45.25287758107982,0.24123575229225805,0.6473910496590293,37.26275678653777,0.36974037600716203,65.24463324708286,0.5261005559423941,45.853544454089565,0.0,0.6084308719343037,44.9392386671195,0.420250450390707,65.06220312406336,0.2594250472495772,0.0,0.0,0.5900615626070713,0.0,0.0,0.22058644738441813,0.0,0.0,0.39229859522309535,0.0,0.0,0.2622766006830465,0.0
0,76.788215,30.721767,0.45606998421703593,0.9100764003322939,50.11337334431618,0.9100764003322939,50.11337334431618,0.9100764003322939,50.11337334431618,0.9100764003322939,50.11337334431618,0.9100764003322939,50.11337334431618,0.45606998421703593,0.5685083550096012,80.22221312989035,0.5818545806152883,78.38212491766583,0.6129322202399597,74.40789848484175,0.5330182897765189,85.56366506827646,0.34041046453036267,133.9764877223265,0.45772898436010906,0.4356589358427869,105.065900570736,0.8209018235302129,55.759284635486324,0.6104808726797315,74.97843173216687,0.48034155442672516,95.29239769946541,0.8739734982091545,52.373325426690215,0.4762097725507765,0.2988873605796075,159.3275043907184,0.46348173065137754,102.74617985082409,0.15195631153903771,313.3859776719033,0.0,0.2920372060085253,165.1644443046882,0.2606871944327173,185.02697438458543,0.43123289163681927,0.0,0.0,0.28311702460880583,0.0,0.0,0.5633469065355651,0.0,0.0,0.6089147339606967,0.0,0.0,0.464993394980185,0.0
