,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
0,0.0,10920.9,7289.7,6487.3,13930.6,14243.4,9381.6,11159.2,17208.6,9012.4,10169.5,6026.6,13424.9,7078.8,7569.0,12908.9,8973.0,9488.0,17779.4,8550.0,11624.4,8683.7,8981.5,7915.9,7321.9,15260.8,6202.7,7528.6,13081.1,8166.3,17017.9,11221.3,3286.2,9664.0,17853.7,11123.1,16344.2,13116.6,14560.2,13334.5,11641.9,11692.9,16279.3,4078.0,7222.1,13487.1,4763.4,15090.4,9924.3,10300.7,14376.2,15061.2,7822.6,17028.0,14332.9,5708.1,6682.6,14910.4,10939.6,9844.2,6987.2,9782.2,10374.3,16350.2,17711.8,9034.7,10607.5,13343.3,10370.2,16383.6,9511.8,14688.7,8289.0,8987.3,4598.1,9444.0,19177.6,17177.1,14373.3,11498.4,15111.9,7349.6,20383.8,6879.8,9988.1,2947.4,10153.1,7162.8,10747.5,11172.0,3555.3,12206.4,13782.6,11543.4,17668.1,9883.3,7298.8,8014.0,11663.8,7930.6,8973.2,13750.5,12626.8,6799.6,4053.0,8346.6,9410.4,5238.0,9142.4,9090.7,11915.6,10205.6,13144.5,6540.4,14470.7,12300.7,4825.8,9270.7,10552.5,2823.8,12988.3,15287.2,10782.1,3622.9,14694.5,9273.4,13991.1,15020.4,10662.4,4620.7,13454.3,8209.4,5425.8,10263.9,13034.8,15723.3,15489.9,10009.1,11349.2,8484.7,7610.1,13813.6,14880.6,16093.5,17468.1,3573.6,16767.0,9310.1,11851.3,5517.7,11758.0,11364.6,7153.9,8705.4,16762.4,10790.3,5334.3,14292.5,14105.3,7155.4,9332.3,18409.9,7758.0,13978.4,14749.5,11468.3,15191.4,5915.6,10667.0,13029.8,14281.5,10549.0,11879.6,14680.3,13288.7,8896.6,18598.1,6413.9,10116.2,11003.4,7724.2,15232.4,10464.8,11070.0,17440.6,16258.4,10343.3,10909.7,17593.4,11046.7,6236.5,16763.7,13539.8,11568.7,8161.8,11735.6,17163.0,14997.3,15033.6,6854.6,10926.3,12919.7,9815.4,6056.7,13850.9,11699.0,5280.8,16160.7,7400.2,15279.8,12427.0,11290.8,17782.0,16295.3,15227.1,14022.3,15996.9,11100.9,5585.6,13151.5,6452.5,4626.8,14986.2,16211.3,7716.3,12534.1,14094.6,8623.6,2369.0,8057.9,7277.7,11222.3,6382.8,8458.0,11260.5,15772.1,10611.1,10348.4,17322.1,6518.3,4180.8,18561.9,14159.6,14822.7,9936.3,11252.2,15711.6,12267.8,11347.0,5125.2,3997.5,8987.9,10538.1,11995.2,12768.9,6487.3,9692.8,10458.2,10716.4,12605.5,11190.6,8884.9,5265.1,12096.5,12793.8,10166.9,16180.2,9777.2,1798.6,5023.6,13904.2,6163.6,8720.1,11497.3,10350.8,12705.1,8281.5,15586.7,14806.7,18111.7,12873.7,7520.0,10255.7,8599.1,11728.2,7340.9,15643.5,13365.3,8122.3,11885.2,4975.1,13649.9,7762.0,10788.5,7715.3,7370.2,10465.4,10536.4,11995.5,11737.5,10121.1
1,10920.9,0.0,4768.5,6527.9,0.0,0.0,0.0,0.0,0.0,3310.4,1306.5,5328.3,0.0,0.0,0.0,0.0,3654.4,4199.4,0.0,5338.0,0.0,4957.4,2279.6,4941.1,0.0,0.0,6670.6,5454.5,0.0,3485.8,0.0,0.0,7961.3,0.0,0.0,831.4,0.0,0.0,0.0,0.0,1906.6,0.0,0.0,7832.8,4438.9,0.0,8518.1,0.0,3615.5,1297.4,0.0,0.0,0.0,0.0,0.0,6741.1,5347.3,0.0,0.0,1507.7,5859.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.5,0.0,8352.9,3742.0,0.0,0.0,0.0,0.0,0.0,7648.2,0.0,4536.0,0.0,8200.8,0.0,5561.7,1884.4,0.0,7596.3,0.0,0.0,2680.3,0.0,0.0,0.0,0.0,1642.3,0.0,0.0,0.0,0.0,4543.9,7834.5,0.0,0.0,6514.0,0.0,3388.8,0.0,0.0,0.0,8705.4,0.0,0.0,7972.2,0.0,0.0,9185.4,0.0,0.0,0.0,7348.3,0.0,0.0,0.0,0.0,0.0,6485.1,0.0,4158.1,6375.6,1260.6,0.0,0.0,0.0,1005.9,1057.6,4665.0,0.0,0.0,0.0,0.0,0.0,8214.1,0.0,0.0,0.0,8323.3,0.0,0.0,6201.6,0.0,0.0,0.0,9089.1,0.0,0.0,5311.3,0.0,0.0,5647.0,0.0,0.0,0.0,0.0,5480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3403.3,0.0,4968.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6103.9,0.0,0.0,0.0,8902.7,0.0,0.0,7206.3,0.0,0.0,0.0,0.0,2427.7,0.0,0.0,0.0,0.0,0.0,2237.8,6206.0,0.0,6241.2,7440.8,0.0,0.0,3490.6,0.0,0.0,0.0,9388.4,0.0,6908.6,930.6,5920.7,0.0,0.0,0.0,0.0,0.0,0.0,5121.0,7127.6,0.0,0.0,0.0,865.2,0.0,0.0,0.0,0.0,7550.9,8672.6,4241.2,0.0,0.0,0.0,7017.3,0.0,0.0,0.0,0.0,0.0,4215.9,7412.8,0.0,0.0,0.0,0.0,0.0,9183.2,6068.8,0.0,6224.0,0.0,3368.5,0.0,0.0,5644.1,0.0,0.0,0.0,0.0,0.0,1525.9,4547.8,0.0,5266.8,0.0,0.0,0.0,0.0,5925.2,0.0,0.0,0.0,0.0,4388.8,0.0,0.0,0.0,0.0,0.0
2,7289.7,4768.5,0.0,5586.7,0.0,0.0,0.0,0.0,0.0,4581.8,7167.5,1869.1,0.0,0.0,0.0,0.0,5945.5,7145.2,0.0,6207.3,0.0,5656.2,4550.9,5639.9,0.0,0.0,4641.0,4513.3,0.0,5138.8,0.0,0.0,4804.1,0.0,0.0,6692.5,0.0,0.0,0.0,0.0,7211.3,0.0,0.0,3173.9,4194.6,0.0,3859.3,0.0,7581.6,5870.1,0.0,0.0,0.0,0.0,0.0,1931.9,2194.7,0.0,0.0,5413.7,4918.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4009.7,0.0,3694.1,5013.4,0.0,0.0,0.0,0.0,0.0,2872.9,0.0,2600.6,0.0,4465.2,0.0,3532.0,7745.5,0.0,4089.7,0.0,0.0,8556.7,0.0,0.0,0.0,0.0,7233.2,0.0,0.0,0.0,0.0,2311.6,5570.8,0.0,0.0,5458.9,0.0,4660.1,0.0,0.0,0.0,3929.3,0.0,0.0,3188.1,0.0,0.0,4550.3,0.0,0.0,0.0,3841.6,0.0,0.0,0.0,0.0,0.0,3073.6,0.0,3778.8,4227.3,5833.3,0.0,0.0,0.0,5578.6,6918.6,6142.0,0.0,0.0,0.0,0.0,0.0,5091.5,0.0,0.0,0.0,3547.2,0.0,0.0,4373.6,0.0,0.0,0.0,4430.3,0.0,0.0,3281.6,0.0,0.0,4944.9,0.0,0.0,0.0,0.0,2020.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.0,0.0,2938.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4074.3,0.0,0.0,0.0,4126.6,0.0,0.0,2397.1,0.0,0.0,0.0,0.0,8304.1,0.0,0.0,0.0,0.0,0.0,8098.9,5264.8,0.0,5095.9,2656.6,0.0,0.0,3437.0,0.0,0.0,0.0,4753.3,0.0,2489.0,6791.7,2103.6,0.0,0.0,0.0,0.0,0.0,0.0,352.5,4979.2,0.0,0.0,0.0,5505.7,0.0,0.0,0.0,0.0,2766.8,5515.4,5960.4,0.0,0.0,0.0,2208.1,0.0,0.0,0.0,0.0,0.0,5857.4,2628.7,0.0,0.0,0.0,0.0,0.0,4548.0,2639.6,0.0,5282.8,0.0,9154.6,0.0,0.0,5940.2,0.0,0.0,0.0,0.0,0.0,5825.2,4168.5,0.0,4325.5,0.0,0.0,0.0,0.0,2866.4,0.0,0.0,0.0,0.0,3091.0,0.0,0.0,0.0,0.0,0.0
3,6487.3,6527.9,5586.7,0.0,0.0,0.0,0.0,0.0,0.0,4407.9,5824.8,4135.4,0.0,0.0,0.0,0.0,4151.4,4054.3,0.0,3116.3,0.0,3348.2,5913.2,2482.2,0.0,0.0,2803.2,1051.9,0.0,3821.5,0.0,0.0,4643.8,0.0,0.0,6520.3,0.0,0.0,0.0,0.0,7691.2,0.0,0.0,5298.3,2877.3,0.0,5983.6,0.0,4490.6,7232.4,0.0,0.0,0.0,0.0,0.0,5397.4,4471.2,0.0,0.0,6775.9,1553.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6471.2,0.0,5818.4,5026.3,0.0,0.0,0.0,0.0,0.0,6065.5,0.0,6542.2,0.0,5243.0,0.0,2061.1,5907.8,0.0,5061.8,0.0,0.0,7198.6,0.0,0.0,0.0,0.0,7426.9,0.0,0.0,0.0,0.0,4967.8,3723.0,0.0,0.0,1822.9,0.0,4508.6,0.0,0.0,0.0,6235.3,0.0,0.0,5494.1,0.0,0.0,6650.9,0.0,0.0,0.0,4813.8,0.0,0.0,0.0,0.0,0.0,3968.2,0.0,3536.6,3858.7,7195.6,0.0,0.0,0.0,6940.8,6746.5,3051.0,0.0,0.0,0.0,0.0,0.0,4102.6,0.0,0.0,0.0,5853.2,0.0,0.0,2068.1,0.0,0.0,0.0,6554.6,0.0,0.0,2589.9,0.0,0.0,1483.5,0.0,0.0,0.0,0.0,4024.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5828.3,0.0,3355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3296.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.8,0.0,0.0,0.0,6432.6,0.0,0.0,4950.4,0.0,0.0,0.0,0.0,6632.6,0.0,0.0,0.0,0.0,0.0,6261.2,1429.5,0.0,2107.7,4962.6,0.0,0.0,6390.4,0.0,0.0,0.0,6853.9,0.0,6422.1,6619.5,6036.7,0.0,0.0,0.0,0.0,0.0,0.0,5895.3,3016.1,0.0,0.0,0.0,5361.6,0.0,0.0,0.0,0.0,5072.7,4597.9,3387.5,0.0,0.0,0.0,6141.2,0.0,0.0,0.0,0.0,0.0,3549.4,4934.7,0.0,0.0,0.0,0.0,0.0,6648.7,3551.9,0.0,707.5,0.0,6063.6,0.0,0.0,2847.8,0.0,0.0,0.0,0.0,0.0,5833.1,4186.2,0.0,1179.5,0.0,0.0,0.0,0.0,3408.2,0.0,0.0,0.0,0.0,5163.1,0.0,0.0,0.0,0.0,0.0
4,13930.6,0.0,0.0,0.0,0.0,0.0,4931.3,2942.0,0.0,0.0,0.0,0.0,0.0,8447.4,8937.6,0.0,0.0,0.0,0.0,0.0,4508.6,0.0,0.0,0.0,8263.8,0.0,0.0,0.0,2952.0,0.0,0.0,4315.5,0.0,8514.7,0.0,0.0,0.0,0.0,0.0,2241.7,0.0,3998.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6072.9,0.0,0.0,0.0,0.0,3817.6,5292.6,0.0,0.0,0.0,5832.3,0.0,0.0,6057.9,3178.7,1635.2,3902.9,0.0,5164.8,0.0,0.0,5367.2,0.0,0.0,0.0,0.0,0.0,4461.8,0.0,0.0,0.0,0.0,4110.2,0.0,0.0,0.0,0.0,4135.4,0.0,0.0,0.0,0.0,0.0,0.0,6982.9,6689.9,0.0,6139.6,0.0,0.0,1559.7,0.0,0.0,7158.5,5830.6,0.0,7711.4,0.0,3167.5,5217.3,0.0,0.0,4029.4,0.0,0.0,7341.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.6,1317.4,0.0,0.0,633.9,0.0,0.0,0.0,0.0,4837.2,0.0,0.0,0.0,0.0,7135.3,0.0,0.0,0.0,0.0,0.0,0.0,4388.4,0.0,0.0,0.0,6318.5,0.0,4933.6,0.0,5143.4,0.0,1274.1,0.0,0.0,4790.8,0.0,0.0,2885.6,0.0,3240.2,0.0,0.0,0.0,1465.7,1475.0,4902.1,3689.9,0.0,2196.0,0.0,0.0,0.0,4565.9,0.0,6517.0,0.0,6996.2,5779.4,0.0,0.0,5052.7,4138.6,0.0,3215.0,0.0,0.0,1719.8,2682.2,6005.1,3534.9,0.0,0.0,0.0,0.0,3810.5,939.5,0.0,0.0,0.0,0.0,0.0,0.0,7077.5,0.0,0.0,0.0,0.0,1933.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,0.0,6747.4,0.0,8766.6,0.0,0.0,0.0,6766.8,3565.8,0.0,5320.5,4701.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3420.6,0.0,1844.6,0.0,0.0,0.0,0.0,0.0,0.0,2723.0,0.0,4537.8,4157.2,4568.8,0.0,0.0,0.0,0.0,0.0,2407.8,3877.4,0.0,6308.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2319.1,0.0,0.0,2230.8,0.0,0.0,8503.8,0.0,0.0,0.0,0.0,0.0,0.0,6246.0,0.0,0.0,0.0,6349.7,5497.9,7443.6,0.0,4407.9,3630.6,0.0,0.0,0.0
5,14243.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4719.7,0.0,0.0,0.0,1846.9,0.0,0.0,3553.1,0.0,0.0,6703.5,0.0,0.0,0.0,0.0,0.0,0.0,5328.2,0.0,0.0,0.0,0.0,2811.6,0.0,0.0,0.0,3274.9,0.0,1873.1,2199.8,783.6,0.0,0.0,0.0,6346.6,0.0,0.0,1909.1,0.0,5157.7,0.0,0.0,2241.1,1173.7,0.0,3865.2,329.8,0.0,0.0,0.0,0.0,0.0,0.0,4983.3,0.0,4686.0,6092.2,0.0,0.0,0.0,0.0,4508.8,0.0,1667.3,0.0,0.0,0.0,0.0,4971.3,2706.0,1418.4,0.0,3764.0,0.0,6177.5,0.0,0.0,0.0,4683.5,0.0,0.0,0.0,0.0,2944.3,3141.3,0.0,3089.3,5690.2,0.0,0.0,0.0,0.0,6588.2,3568.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2303.3,0.0,0.0,2186.3,0.0,0.0,4557.0,0.0,3055.7,5354.5,3664.4,0.0,3346.6,5492.5,0.0,0.0,3679.0,0.0,0.0,0.0,0.0,0.0,3102.1,0.0,2468.5,0.0,0.0,0.0,0.0,2458.5,3261.0,6160.8,2997.0,0.0,3745.5,0.0,5334.4,0.0,2881.2,0.0,0.0,0.0,2291.3,0.0,0.0,0.0,4172.7,0.0,0.0,5394.4,0.0,0.0,4731.6,0.0,5258.8,0.0,4456.7,0.0,0.0,0.0,0.0,5112.7,0.0,0.0,4019.3,0.0,0.0,3908.8,0.0,4086.1,0.0,0.0,5340.0,4376.2,0.0,0.0,3122.3,0.0,0.0,3600.9,0.0,0.0,0.0,0.0,4000.2,1047.3,4415.0,0.0,0.0,0.0,5651.0,0.0,3918.2,2884.3,0.0,3139.2,0.0,1392.4,2109.2,0.0,4619.2,0.0,5294.5,1835.5,1525.8,0.0,0.0,2716.5,0.0,0.0,4102.6,6463.1,0.0,0.0,2826.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.6,0.0,0.0,2851.0,0.0,0.0,4355.7,2811.6,5260.8,0.0,0.0,3829.4,0.0,4020.5,0.0,0.0,0.0,6301.4,5510.7,0.0,0.0,0.0,0.0,0.0,2503.6,3462.4,0.0,0.0,3036.5,0.0,0.0,2838.8,0.0,0.0,0.0,4644.2,0.0,6036.4,0.0,4619.2,0.0,0.0,4238.7,0.0,3905.4,5954.3,0.0,0.0,0.0,2597.1,0.0,2302.1,1822.5,0.0,2642.2,0.0,1084.0,0.0,0.0,0.0,0.0,0.0,0.0,3171.6,3623.2,4657.8
6,9381.6,0.0,0.0,0.0,4931.3,0.0,0.0,4605.3,0.0,0.0,0.0,0.0,0.0,8799.3,9289.4,0.0,0.0,0.0,0.0,0.0,3305.4,0.0,0.0,0.0,8615.7,0.0,0.0,0.0,1869.7,0.0,0.0,4667.3,0.0,8866.6,0.0,0.0,0.0,0.0,0.0,4149.9,0.0,1844.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2145.3,0.0,0.0,0.0,0.0,2998.3,2374.3,0.0,0.0,0.0,2255.4,0.0,0.0,1811.5,5937.0,4158.7,5699.7,0.0,5516.7,0.0,0.0,1120.9,0.0,0.0,0.0,0.0,0.0,2933.1,0.0,0.0,0.0,0.0,3028.1,0.0,0.0,0.0,0.0,2606.7,0.0,0.0,0.0,0.0,0.0,0.0,7334.7,3943.4,0.0,4456.7,0.0,0.0,3773.1,0.0,0.0,7510.3,4734.6,0.0,8063.2,0.0,6456.8,1640.3,0.0,0.0,3630.4,0.0,0.0,7693.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4806.5,5835.8,0.0,0.0,4269.6,0.0,0.0,0.0,0.0,3758.8,0.0,0.0,0.0,0.0,4720.4,0.0,0.0,0.0,0.0,0.0,0.0,1893.7,0.0,0.0,0.0,2741.6,0.0,1400.7,0.0,2225.0,0.0,5107.9,0.0,0.0,459.4,0.0,0.0,3548.7,0.0,2868.7,0.0,0.0,0.0,4176.1,5096.9,1983.7,2661.9,0.0,4104.1,0.0,0.0,0.0,1646.6,0.0,2589.4,0.0,7348.0,4114.8,0.0,0.0,5404.6,1194.7,0.0,6376.2,0.0,0.0,4355.2,5948.1,3258.9,5181.7,0.0,0.0,0.0,0.0,4162.3,3735.1,0.0,0.0,0.0,0.0,0.0,0.0,7429.4,0.0,0.0,0.0,0.0,7110.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4914.1,0.0,7099.2,0.0,9118.5,0.0,0.0,0.0,2233.9,2042.8,0.0,4103.1,1783.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6581.8,0.0,4787.7,0.0,0.0,0.0,0.0,0.0,0.0,2270.8,0.0,2744.4,1237.9,3226.6,0.0,0.0,0.0,0.0,0.0,2556.9,3043.7,0.0,6660.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3053.2,0.0,0.0,5622.1,0.0,0.0,8855.7,0.0,0.0,0.0,0.0,0.0,0.0,6597.9,0.0,0.0,0.0,4887.1,3807.5,7795.5,0.0,2028.3,3982.4,0.0,0.0,0.0
7,11159.2,0.0,0.0,0.0,2942.0,0.0,4605.3,0.0,0.0,0.0,0.0,0.0,0.0,5773.9,6264.1,0.0,0.0,0.0,0.0,0.0,1835.1,0.0,0.0,0.0,5590.3,0.0,0.0,0.0,3291.8,0.0,0.0,641.1,0.0,5841.2,0.0,0.0,0.0,0.0,0.0,3545.2,0.0,4594.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3399.3,0.0,0.0,0.0,0.0,5121.0,6596.1,0.0,0.0,0.0,6429.0,0.0,0.0,4670.0,1259.0,3554.0,1852.2,0.0,2491.3,0.0,0.0,4993.3,0.0,0.0,0.0,0.0,0.0,5765.2,0.0,0.0,0.0,0.0,2901.8,0.0,0.0,0.0,0.0,5438.8,0.0,0.0,0.0,0.0,0.0,0.0,4309.4,4016.4,0.0,3466.1,0.0,0.0,1102.4,0.0,0.0,4484.9,3157.1,0.0,5037.8,0.0,2055.4,5813.9,0.0,0.0,4681.4,0.0,0.0,4667.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4201.8,5231.1,0.0,0.0,3665.0,0.0,0.0,0.0,0.0,5934.0,0.0,0.0,0.0,0.0,4461.8,0.0,0.0,0.0,0.0,0.0,0.0,4014.5,0.0,0.0,0.0,6915.2,0.0,3015.4,0.0,6446.8,0.0,3366.9,0.0,0.0,5016.7,0.0,0.0,4189.0,0.0,1679.0,0.0,0.0,0.0,2493.0,4492.2,6205.5,4993.4,0.0,3499.4,0.0,0.0,0.0,5162.5,0.0,3843.4,0.0,4322.6,3105.9,0.0,0.0,2379.2,4213.6,0.0,2079.6,0.0,0.0,3750.5,1546.7,3331.6,780.3,0.0,0.0,0.0,0.0,1137.0,3130.4,0.0,0.0,0.0,0.0,0.0,0.0,4404.0,0.0,0.0,0.0,0.0,6506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703.9,0.0,4073.8,0.0,6093.1,0.0,0.0,0.0,4093.2,4162.5,0.0,2647.0,6005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2285.1,0.0,1437.6,0.0,0.0,0.0,0.0,0.0,0.0,2979.5,0.0,1864.3,4753.8,1895.2,0.0,0.0,0.0,0.0,0.0,3004.4,2402.1,0.0,3635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2915.8,0.0,0.0,5017.4,0.0,0.0,5830.3,0.0,0.0,0.0,0.0,0.0,0.0,3572.5,0.0,0.0,0.0,3676.2,2824.4,4770.1,0.0,5711.3,957.0,0.0,0.0,0.0
8,17208.6,0.0,0.0,0.0,0.0,4719.7,0.0,0.0,0.0,0.0,0.0,0.0,4296.5,0.0,0.0,4922.7,0.0,0.0,1573.3,0.0,0.0,0.0,0.0,0.0,0.0,8799.6,0.0,0.0,0.0,0.0,3681.6,0.0,0.0,0.0,4997.3,0.0,4615.7,5671.2,5051.3,0.0,0.0,0.0,9818.0,0.0,0.0,5380.5,0.0,8629.2,0.0,0.0,3927.4,4871.6,0.0,2433.4,4824.0,0.0,0.0,0.0,0.0,0.0,0.0,8454.7,0.0,1258.6,1807.7,0.0,0.0,0.0,0.0,1081.4,0.0,3432.3,0.0,0.0,0.0,0.0,4694.0,4779.6,4889.8,0.0,7235.4,0.0,5900.2,0.0,0.0,0.0,8155.0,0.0,0.0,0.0,0.0,6415.8,6612.7,0.0,4811.6,9161.6,0.0,0.0,0.0,0.0,10059.7,4467.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4503.1,0.0,0.0,5657.8,0.0,0.0,8028.5,0.0,6527.1,8825.9,7135.8,0.0,6818.0,8963.9,0.0,0.0,7150.4,0.0,0.0,0.0,0.0,0.0,6573.5,0.0,2633.5,0.0,0.0,0.0,0.0,4144.8,2444.7,9632.2,5468.1,0.0,3910.5,0.0,8805.8,0.0,5681.7,0.0,0.0,0.0,5562.5,0.0,0.0,0.0,7644.1,0.0,0.0,2308.1,0.0,0.0,3353.8,0.0,8730.2,0.0,7928.1,0.0,0.0,0.0,0.0,3831.9,0.0,0.0,3880.9,0.0,0.0,7380.2,0.0,3079.6,0.0,0.0,1071.9,1239.2,0.0,0.0,6393.5,0.0,0.0,2169.1,0.0,0.0,0.0,0.0,2568.5,4051.1,2880.7,0.0,0.0,0.0,9122.5,0.0,7389.6,6355.7,0.0,3304.2,0.0,5323.0,5580.6,0.0,3187.4,0.0,8765.9,3521.7,4797.0,0.0,0.0,6187.9,0.0,0.0,7574.1,3035.7,0.0,0.0,3722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2858.4,0.0,0.0,5445.2,0.0,0.0,4078.3,6283.0,2683.3,0.0,0.0,2010.1,0.0,7491.9,0.0,0.0,0.0,9772.8,8982.1,0.0,0.0,0.0,0.0,0.0,5975.0,6933.8,0.0,0.0,5412.7,0.0,0.0,6782.9,0.0,0.0,0.0,3741.0,0.0,9507.8,0.0,8090.6,0.0,0.0,7710.1,0.0,3628.0,9425.7,0.0,0.0,0.0,6068.5,0.0,6246.1,5293.9,0.0,6113.6,0.0,4874.7,0.0,0.0,0.0,0.0,0.0,0.0,6643.0,7094.6,8129.2
9,9012.4,3310.4,4581.8,4407.9,0.0,0.0,0.0,0.0,0.0,0.0,3414.6,2616.1,0.0,0.0,0.0,0.0,2260.9,3430.6,0.0,3891.5,0.0,3340.4,2426.6,3324.1,0.0,0.0,3958.4,3830.7,0.0,2049.3,0.0,0.0,5249.1,0.0,0.0,4568.2,0.0,0.0,0.0,0.0,5087.1,0.0,0.0,5120.6,2821.8,0.0,5805.9,0.0,3867.0,3745.8,0.0,0.0,0.0,0.0,0.0,4028.8,2635.1,0.0,0.0,3289.4,4236.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2984.7,0.0,5640.7,1439.6,0.0,0.0,0.0,0.0,0.0,4969.9,0.0,3055.7,0.0,5488.6,0.0,2849.5,3992.6,0.0,4884.1,0.0,0.0,4788.5,0.0,0.0,0.0,0.0,5108.9,0.0,0.0,0.0,0.0,1831.7,5122.2,0.0,0.0,4890.1,0.0,921.9,0.0,0.0,0.0,6001.2,0.0,0.0,5260.0,0.0,0.0,6473.2,0.0,0.0,0.0,4636.0,0.0,0.0,0.0,0.0,0.0,3772.9,0.0,1445.9,3663.4,3709.1,0.0,0.0,0.0,3454.3,4336.3,3299.5,0.0,0.0,0.0,0.0,0.0,5501.9,0.0,0.0,0.0,5619.1,0.0,0.0,3691.0,0.0,0.0,0.0,6376.9,0.0,0.0,2599.1,0.0,0.0,4030.0,0.0,0.0,0.0,0.0,2767.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.7,0.0,2256.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2295.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3391.7,0.0,0.0,0.0,6198.5,0.0,0.0,4494.1,0.0,0.0,0.0,0.0,4535.9,0.0,0.0,0.0,0.0,0.0,4346.0,4582.2,0.0,4413.3,4728.5,0.0,0.0,2903.8,0.0,0.0,0.0,6676.2,0.0,4585.9,4209.4,4200.6,0.0,0.0,0.0,0.0,0.0,0.0,2408.7,4415.4,0.0,0.0,0.0,2951.5,0.0,0.0,0.0,0.0,4838.6,5960.4,2847.8,0.0,0.0,0.0,4305.1,0.0,0.0,0.0,0.0,0.0,2822.5,4700.6,0.0,0.0,0.0,0.0,0.0,6471.0,3356.6,0.0,4600.2,0.0,5416.4,0.0,0.0,4065.2,0.0,0.0,0.0,0.0,0.0,3700.9,1007.3,0.0,3642.9,0.0,0.0,0.0,0.0,3212.9,0.0,0.0,0.0,0.0,1676.6,0.0,0.0,0.0,0.0,0.0
