Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_255_0_0,fill_per_m_1_255_0_0
0,76.767338,30.709891,0.792003126130196,7277.7,0.01088260200516916,0.0,411.8,0.0
0,76.769624,30.713988,0.7161645381776112,6382.8,0.011220225264423312,0.0,538.0,0.0
0,76.773296,30.7083,0.5471276425689006,5708.1,0.00958510962612604,0.0,1030.0,0.0
0,76.768841,30.702185,0.8865895961689464,6540.4,0.013555586755686905,0.0,1994.3,0.0
0,76.777493,30.713325,0.5400291922606877,5265.1,0.010256769904858173,0.5703638097338488,1504.1,0.037920604330420105
0,76.783378,30.716465,0.8332743050287577,6026.6,0.013826607125555996,0.8457142256173987,2281.6,0.037066717462193144
0,76.788734,30.715511,0.9799144327823803,5915.6,0.016564920427046798,0.9818461872729995,2677.2,0.03667436826807857
0,76.779421,30.710251,0.7021643286483125,5280.8,0.013296552201339048,0.7186114780034062,1967.9,0.03651666639582327
0,76.781129,30.727619,0.6574443271774648,7370.2,0.008920305109460595,0.664291089308473,2956.6,0.02246807445405104
0,76.770598,30.733668,0.9505939659311243,8289.0,0.011468138085789895,0.9526156442634987,4368.3,0.021807468449133498
0,76.789598,30.725341,0.7407798671606725,8209.4,0.009023556741792,0.7427525320859393,3453.6,0.021506617213514573
0,76.800424,30.724398,0.8526661531017207,7162.8,0.01190408992435529,0.8578984459966887,4090.7,0.020971922800417746
0,76.790582,30.732536,0.8621529582931218,8599.1,0.010026083640068401,0.8746829909849761,4234.7,0.020655134743546796
0,76.774077,30.720803,0.42555587769671754,7289.7,0.005837769423936754,0.42555587769671754,2208.1,0.019272491177787128
0,76.79506,30.736182,0.9760705860319043,8166.3,0.011952421366247926,0.9760705860319043,5153.9,0.01893848514778914
0,76.807241,30.730795,0.8891305357048583,7340.9,0.012112009913019634,0.8913298814272365,4812.6,0.018520755546424728
0,76.804076,30.697282,0.9224988963025031,2947.4,0.031298734352395434,0.9224988963025031,5021.0,0.01837281211516636
0,76.792508,30.72101,0.6121586589432291,6413.9,0.009544250127741766,0.6121586589432291,3400.9,0.017999901759629188
0,76.786779,30.705302,0.39722752956623253,4078.0,0.009740743736298003,0.4550944028709437,2730.2,0.016668903482197045
0,76.769154,30.698312,0.4878766059980595,6056.7,0.00805515554671784,0.5087653473081434,3078.2,0.016528014661430165
0,76.784379,30.732329,0.7102098483162649,9012.4,0.007880363147621776,0.7102098483162649,4305.1,0.01649694195991417
0,76.803858,30.724407,0.754940200158329,7153.9,0.010552848099055467,0.7777955974398107,4749.6,0.0163760231901594
0,76.790682,30.718419,0.4329730498397063,6236.5,0.0069425647372678,0.46695461015527795,2860.3,0.016325371819574098
0,76.775422,30.74005,0.9377645593182242,10255.7,0.009143837664110926,0.9394505748075769,5820.4,0.016140653130499224
0,76.811201,30.741305,0.9859915721706594,8281.5,0.011905953899301568,0.9870196792246252,6464.4,0.015268542776199264
0,76.773727,30.699978,0.3307929914276556,5517.7,0.005995124624891815,0.38378793199229816,2520.0,0.015229679840964214
0,76.805002,30.713908,0.7841871792320796,5425.8,0.014452931903720734,0.7971593137854006,5248.0,0.015189773509630347
0,76.778147,30.738008,0.7357179867781098,8981.5,0.008191482344576183,0.7358704949765226,5073.3,0.014504769971744675
0,76.77424,30.748268,0.9969905028125511,10920.9,0.009129197253088583,0.9969905028125511,7017.3,0.014207608379470039
0,76.793766,30.712887,0.46784918329204295,4975.1,0.009403814662861911,0.4822685125286907,3410.1,0.014142356896533552
0,76.804139,30.741704,0.8461191855551118,8683.7,0.009743763436727566,0.8579552341519876,6229.6,0.013772236325799209
0,76.76597,30.7442,0.7632851902031591,10263.9,0.007436600027310857,0.7807731602629142,5749.0,0.013581025574237507
0,76.798588,30.701914,0.5171503622838772,3622.9,0.014274486248140364,0.5630496631968329,4339.3,0.012975587380380082
0,76.766896,30.748096,0.8191073261776878,10300.7,0.007951957888082244,0.8191082817781911,6540.2,0.01252420846118148
0,76.788779,30.711419,0.32589014339364275,5023.6,0.006487183362402316,0.3887742266453401,3183.3,0.012212930815359535
0,76.801385,30.731702,0.5713200154331027,7222.1,0.007910718702774855,0.5713200154331027,4836.5,0.011812674773764142
0,76.769145,30.746104,0.7226117248344496,10009.1,0.0072195474601557535,0.7226117248344496,6220.2,0.011617178303502292
0,76.771895,30.70311,0.2201098300191635,7349.6,0.00299485455016822,0.0,2238.8,0.0
0,76.790718,30.708712,0.36999888595997743,4620.7,0.008007420649684625,0.41259589396677054,3600.4,0.011459723751993405
0,76.80233,30.744275,0.7174035554052103,8987.9,0.00798188181227217,0.7377757414688718,6533.8,0.011291679290288527
0,76.812959,30.734825,0.5755495078311033,6987.2,0.008237198131313019,0.6094182457712415,5471.5,0.011138047076144412
0,76.772117,30.729533,0.378196349528219,7716.3,0.004901265496782383,0.378196349528219,3736.3,0.010122215815866472
0,76.779344,30.723923,0.25339810755937264,6799.6,0.003726661973636282,0.2904459478046807,2891.1,0.010046208979443144
0,76.782452,30.758257,0.8721060637465811,11100.9,0.007856174397990984,0.8721060637465811,8751.9,0.009964762665782072
0,76.775276,30.693654,0.3293535242499547,5334.3,0.0061742594951531525,0.36296094037869836,3667.0,0.009898034916244842
0,76.799059,30.741536,0.527772209068877,8884.9,0.005940102973234105,0.5706938309133344,5940.7,0.009606508170978746
0,76.767487,30.724379,0.20117296711390076,6879.8,0.0029241106880127437,0.20117296711390076,2111.4,0.009527941987018127
0,76.785954,30.75735,0.7748834322529488,10747.5,0.007209894694142347,0.7877277147627515,8328.8,0.009457877662601474
0,76.801987,30.752503,0.7195584132654349,9488.0,0.007583878723286625,0.7195584132654349,7697.8,0.009347585196620267
0,76.808811,30.708145,0.505028046148767,4053.0,0.01246059822720866,0.5355853501317598,6126.6,0.008741966998527074
0,76.805815,30.70505,0.4698454349836749,3573.6,0.013147678391081122,0.48696418253919727,5647.2,0.008623108488086083
0,76.80172,30.703948,0.3927351142242276,3555.3,0.01104646905251955,0.40092018165243615,4668.0,0.008588692837455787
0,76.811415,30.726194,0.4756550309249171,6163.6,0.00771716254988833,0.4756550309249171,5826.3,0.008163929610986682
0,76.775578,30.718136,0.13541884981782804,6518.3,0.002077517908317016,0.15003526413715088,1855.6,0.00808553913220257
0,76.810006,30.737167,0.3990404520483041,7758.0,0.0051435995365855134,0.4310185896668844,5516.0,0.0078139700809805
0,76.795277,30.745213,0.45427072436042526,8973.0,0.0050626404141360225,0.5033565123909598,6563.5,0.0076690258610643686
0,76.778731,30.756758,0.5132199758278188,11290.8,0.004545470434582304,0.5565581258550462,8023.1,0.006936946141205346
0,76.791314,30.765309,0.6028075322667594,11497.3,0.0052430356019827215,0.6389836208715767,9224.8,0.0069268018913318085
0,76.794879,30.751573,0.5167360449400644,9924.3,0.005206775741765811,0.5167360449400644,7565.8,0.006829893004574062
0,76.807766,30.733979,0.3162923487256244,7528.6,0.0042012106995407425,0.3246734529277569,5084.4,0.006385678800404314
0,76.771048,30.761639,0.5043807042987668,11543.4,0.004369429321506375,0.5408987682239919,8505.5,0.006359400014390592
0,76.770566,30.75625,0.4643317447951528,11663.8,0.0039809645638227064,0.46534313352351947,7632.2,0.006097103502574873
0,76.805758,30.701109,0.25683157456705863,3286.2,0.007815457810451544,0.3262330116511377,5359.8,0.006086663898860736
0,76.813366,30.729052,0.34823063970736867,6487.3,0.005367882473561708,0.36970100811203643,6141.2,0.0060200125075235535
0,76.77055,30.741327,0.31500827518977403,9844.2,0.003199937782549867,0.3628642349316545,6102.3,0.0059463519481450355
0,76.778559,30.751855,0.4561272089466333,11123.1,0.004100720203420209,0.4561272089466333,7816.0,0.005835813829921101
0,76.805606,30.74516,0.3379699792404788,8484.7,0.003983287320005171,0.3865952262957028,6694.4,0.005774904790507033
0,76.780351,30.73344,0.22835561417884764,9444.0,0.0024179967617412924,0.25182558363301893,4398.1,0.005725781215366156
0,76.774891,30.736846,0.2258814129335759,8896.6,0.0025389633448011134,0.2749245575686621,4853.9,0.0056639930276409095
0,76.782044,30.751951,0.3638994064953325,10169.5,0.003578341181919784,0.3851919404857383,7288.4,0.00528500000666454
0,76.811364,30.712464,0.29129374720550527,4180.8,0.006967416456312315,0.29129374720550527,5549.0,0.005249481838268251
0,76.813526,30.722955,0.28893701665758265,5585.6,0.00517289130366626,0.2955520622380551,5733.9,0.005154468376463752
0,76.775071,30.752306,0.3243136638755806,11222.3,0.0028899037084695704,0.3547374677633902,7351.5,0.004825375335147796
0,76.808706,30.702568,0.22264923522678537,3997.5,0.005569711950638784,0.2539275398902552,6071.1,0.004182562301564052
0,76.796545,30.723682,0.13823208678533716,7155.4,0.0019318568743234084,0.14940975591323197,3840.3,0.0038905751090600204
0,76.806562,30.739112,0.21171677846196568,7915.9,0.0026745762132160044,0.2359687128003475,6127.5,0.0038509785850729906
0,76.788215,30.721767,0.0407850134355181,6682.6,0.0006103165449902448,0.10444854171912163,2775.5,0.0037632333532380334
0,76.770601,30.750721,0.20450433869279583,11349.2,0.0018019273490007736,0.24483040948533238,7124.9,0.003436264501752058
0,76.801829,30.716223,0.14528600974578665,6202.7,0.0023423027027872807,0.17325406206134975,5049.4,0.003431181171254996
0,76.779187,30.743609,0.1447106361365199,9936.3,0.0014563835244157273,0.19887469881150363,5996.6,0.003316457639520789
0,76.801226,30.728631,0.08624917130396492,6452.5,0.00133667836193669,0.11333646709660766,4033.5,0.002809878941281955
0,76.798519,30.718065,0.07102456764932663,6854.6,0.0010361591872512857,0.09980100431264122,3903.1,0.002556967649115862
0,76.786322,30.7382,0.13181037349745917,9090.7,0.0014499474572635678,0.13181037349745917,5279.1,0.002496834185703229
0,76.80957,30.744244,0.10745321644188655,8550.0,0.0012567627654021818,0.12048590838502103,6659.2,0.0018093150586409932
0,76.814484,30.719424,0.030496547852754463,5238.0,0.0005822174084145564,0.1002494351503045,5934.4,0.0016892935284157542
0,76.764835,30.753958,0.030020225717336313,11641.9,0.00025786362807906195,0.0,7762.6,0.0
0,76.797529,30.689395,0.0,2369.0,0.0,0.0,5111.9,0.0
0,76.781066,30.702775,0.0,4626.8,0.0,0.0,2075.0,0.0
0,76.801279,30.691834,0.0,1798.6,0.0,0.0,5077.8,0.0
0,76.786832,30.700819,0.0,4598.1,0.0,0.0,3961.4,0.0
0,76.781403,30.706507,0.0,5125.2,0.0,0.0,2185.1,0.0
0,76.781181,30.69936,0.0,4825.8,0.0,0.0,2606.5,0.0
0,76.794488,30.691011,0.0,2823.8,0.0,0.0,4908.9,0.0
0,76.787096,30.696067,0.0,4763.4,0.0,0.0,3832.8,0.0
0,76.770453,30.710377,0.0,6487.3,0.0,0.0,0.0,
