Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.7410857977382197,fill_per_m_0,fill_ratio_1,distance_from_56,fill_per_m_1,fill_ratio_2,distance_from_199,fill_per_m_2,fill_ratio_3,distance_from_273,fill_per_m_3,fill_ratio_4,distance_from_2,fill_per_m_4
0,76.777493,30.713325,0.9900538501042633,0.25829825645856025,383.29869650633947,0.9900538501042633,0.5687695797774658,1.740694097057067,0.9903519340596966,0.34255158258615104,2.891103075872157,0.9909035499875573,0.28959706168305066,3.421662996954199,0.991604012401829,1.0,0.991604012401829,0.0,0.2839688884087717,0.0
0,76.781403,30.706507,0.9636199770892528,0.25143496305889973,383.24820278217265,0.9636199770892528,0.4967193572460046,1.9399686423172988,0.9657761412509168,0.32070826993341794,3.011385211399198,0.968328495574219,0.2731995231680251,3.544400386741051,0.9690797257683899,1.0,0.9690797257683899,0.0,0.2681501439218461,0.0
0,76.768841,30.702185,0.9296976523425731,0.3208626458265878,289.7494190847737,0.9296976523425731,0.6175198746152539,1.50553478610194,0.93173995837059,0.42220103102517137,2.2068632947394207,0.93173995837059,0.48978416451082957,1.9023480665226538,0.9368039693902248,1.0,0.9368039693902248,0.0,0.3709896708650415,0.0
0,76.794488,30.691011,0.8925589984899778,0.13853157899900903,644.3000252645373,0.8925589984899778,0.2393984095494854,3.7283413877713305,0.893847064292801,0.43174457839496755,2.0703145077483613,0.893847064292801,0.4473014904115164,1.9983100513938903,0.893847064292801,1.0,0.893847064292801,0.893847064292801,0.38576902860437123,2.317052427787026
0,76.781181,30.69936,0.8714605901877177,0.2367468283637006,368.0981055631895,0.8714605901877177,0.44935471255377396,1.93936007755439,0.8800898240393437,0.3473657746242807,2.533611220020943,0.882397864312583,0.3766504646442073,2.3427499688500752,0.882397864312583,1.0,0.882397864312583,0.0,0.2968601597854629,0.0
0,76.808706,30.702568,0.8530094554673601,0.19611161804962765,434.96120421152153,0.8530094554673601,0.40247475408515654,2.1194110855630917,0.8642669613132764,0.46297433625645623,1.866770776759711,0.8662236896186539,0.3928395235746001,2.205031921779526,0.8662236896186539,0.9784742708134069,0.8852799868703355,0.8727280100612077,0.5552993767808061,1.5716351333232281
0,76.801226,30.728631,0.8492234104941779,0.3165503978649712,268.2743146816153,0.8492234104941779,0.8373997456329327,1.014119498988274,0.8553814084748808,0.5598411503620838,1.527900205123637,0.8553814084748808,0.3326757858125471,2.5712163161669443,0.8625794716898558,0.8940353518311833,0.9648158430459166,0.8711943052413494,0.661341396942404,1.3173140366974811
0,76.771895,30.70311,0.8631034258755935,0.3605608375278408,239.3780289044699,0.8631034258755935,0.6911546201734095,1.248784860410891,0.8650847701492893,0.3235249863642348,2.673934955908936,0.8650847701492893,0.3704602305854916,2.335162316295251,0.8650847701492893,1.0,0.8650847701492893,0.8684259471451146,0.2701668265342587,3.214406292161829
0,76.786832,30.700819,0.8154614284548342,0.22557619285903513,361.50154771182986,0.8154614284548342,0.42064000292740045,1.9386207274146894,0.8169418760760526,0.38755122950819665,2.1079584165240646,0.8169418760760526,0.40360619145199056,2.024106402176511,0.830138226394851,1.0,0.830138226394851,0.8404720831769837,0.33794093969555034,2.4870383681070476
0,76.811415,30.726194,0.8093611554785136,0.3023773781139925,267.6659082523675,0.8093611554785136,0.7809637241361834,1.0363620363720996,0.8093611554785136,0.5702646883671426,1.4192727903177447,0.8233996053477697,0.34907441430254804,2.358808241483195,0.8292146277207784,0.7834218162006006,1.058452305735193,0.8325625197398315,0.669361276180581,1.243816380431338
0,76.775071,30.752306,0.7948113035416484,0.550549946526163,144.36679334122465,0.7948113035416484,1.0,0.7948113035416484,0.8109767500326893,0.4370850895092807,1.8554207624496641,0.8222203309668167,0.5265854593086979,1.5614186005937736,0.8222203309668167,0.3045543248710158,2.6997493183360364,0.8222203309668167,0.6051967956657727,1.3585999411353427
0,76.801829,30.716223,0.7851759613930136,0.30429556804913704,258.0306924701003,0.7851759613930136,0.7981855617037704,0.9837010327736484,0.7962233795029153,0.43406254021361473,1.8343517482781877,0.7962233795029153,0.1475099729764509,5.397759645919179,0.7962233795029153,1.0,0.7962233795029153,0.8072491398718741,0.5972204349504568,1.351677023474323
0,76.771048,30.761639,0.7607850486168974,0.5663026521060842,134.34248379157884,0.7607850486168974,0.986910614286325,0.7708753331901814,0.7761601959953099,0.5702646090710897,1.361052717719246,0.7891591300171155,0.6487581755225922,1.216414929000974,0.8046655746949621,0.3191125550378318,2.521572912101708,0.8046655746949621,0.7315607232932929,1.099929984038195
0,76.813526,30.722955,0.7464914051180241,0.2740215268988118,272.42071583437377,0.7464914051180241,0.7093455926241063,1.0523663118234132,0.7569963746186491,0.5692823489072044,1.3297380044748988,0.7786260890210323,0.3475737525875316,2.240175166348173,0.7855548529633102,0.8001219155988468,0.9817939462080175,0.8021849830119029,0.6686054633427734,1.1997882562928557
0,76.780351,30.73344,0.7068573438476171,0.46330909840167195,152.56711907582653,0.7068573438476171,1.0,0.7068573438476171,0.7279482805982185,0.3310885218127912,2.1986515165567275,0.7505492728210438,0.36898559932232106,2.0340882522231287,0.7711273073884461,0.7339898348157561,1.0505967123945419,0.789564931011142,0.5308555696738669,1.4873441593467958
