Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.08147389771294189,fill_per_m_0,fill_ratio_1,distance_from_56,fill_per_m_1,fill_ratio_2,distance_from_35,fill_per_m_2,fill_ratio_3,distance_from_262,fill_per_m_3,fill_ratio_4,distance_from_220,fill_per_m_4
0,76.794488,30.691011,0.8925589984899778,0.13853157899900903,644.3000252645373,0.8925589984899778,0.2393984095494854,3.7283413877713305,0.8952177655440123,0.43174457839496755,2.073489304421679,0.8952177655440123,0.8438035166251251,1.060931541414432,0.9015484350681922,0.31254556861149263,2.884534370694774,0.9060499401027893,0.5296725842277498,1.7105849294121742
0,76.771895,30.70311,0.8631034258755935,0.3605608375278408,239.3780289044699,0.8631034258755935,0.6911546201734095,1.248784860410891,0.8765193649290781,0.3235249863642348,2.709278732314865,0.8830929829177961,0.7943538528089676,1.1117123430509366,0.884013013963636,0.1771991197878463,4.988811541626339,0.0,0.46653124941225155,0.0
0,76.781181,30.69936,0.8714605901877177,0.2367468283637006,368.0981055631895,0.8714605901877177,0.44935471255377396,1.93936007755439,0.8714605901877177,0.3473657746242807,2.5087692969473196,0.8765101204919299,0.8167122930517534,1.0732177389135824,0.8814841141986294,0.1852896809877647,4.757329763317132,0.8912337989780339,0.47177682179637603,1.889100434363221
0,76.791314,30.765309,0.8670723185801037,0.5640410522081261,153.72503742159566,0.8670723185801037,0.9452684370632245,0.9172762832047352,0.8680438217497505,0.6037079667845103,1.4378538457478947,0.8756718402832151,0.20858340869851189,4.19818549206336,0.8767811230792649,0.761078681246403,1.1520242843267905,0.8816369775374882,0.5663816492641618,1.5566128928839826
0,76.808706,30.702568,0.8530094554673601,0.19611161804962765,434.96120421152153,0.8530094554673601,0.40247475408515654,2.1194110855630917,0.8634419195243511,0.46297433625645623,1.8649887302739458,0.8634419195243511,0.7953847547899279,1.085565085733128,0.8658287733542722,0.48819508069631407,1.7735303111193543,0.8711977057351828,0.4404518590860123,1.97796351125187
0,76.786832,30.700819,0.8154614284548342,0.22557619285903513,361.50154771182986,0.8154614284548342,0.42064000292740045,1.9386207274146894,0.8259659214768049,0.38755122950819665,2.1312431972540957,0.8318869610099776,0.8343548741217798,0.9970421301674545,0.8434436709906307,0.2581967213114754,3.26667072574149,0.8513273792153903,0.49248938817330207,1.7286207574401922
0,76.811415,30.726194,0.8093611554785136,0.3023773781139925,267.6659082523675,0.8093611554785136,0.7809637241361834,1.0363620363720996,0.8093611554785136,0.5702646883671426,1.4192727903177447,0.8093611554785136,0.6832735704420765,1.1845345561293388,0.8093611554785136,0.6828554413795725,1.1852598755651147,0.8187141560000923,0.3822839983274837,2.141638571276898
0,76.775071,30.752306,0.7948113035416484,0.550549946526163,144.36679334122465,0.7948113035416484,1.0,0.7948113035416484,0.7948113035416484,0.4370850895092807,1.8184360954385108,0.8105854755542532,0.13172878999848517,6.153442049863015,0.8123799682031968,0.690321948263725,1.1768131815111313,0.8123799682031968,0.5053420421838661,1.6075843693757355
0,76.801829,30.716223,0.7851759613930136,0.30429556804913704,258.0306924701003,0.7851759613930136,0.7981855617037704,0.9837010327736484,0.7950193020703544,0.43406254021361473,1.8315777760483603,0.7989721418333006,0.8539312829751641,0.9356398550590844,0.8074918670071966,0.49249774803757557,1.639584891960944,0.8074918670071966,0.28610217475228417,2.822389825265562
0,76.771048,30.761639,0.7607850486168974,0.5663026521060842,134.34248379157884,0.7607850486168974,0.986910614286325,0.7708753331901814,0.7607850486168974,0.5702646090710897,1.3340912911571852,0.7791384185252266,0.15807292779891421,4.928980751949977,0.7796838869477374,0.7631513700679691,1.0216634831937679,0.7904893878391799,0.6362672594365836,1.2423857681112815
