Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_291_0_0,fill_per_m_1_291_0_0,fill_ratio_2,distance_from_92_0_0,fill_per_m_2_92_0_0,fill_ratio_3,distance_from_134_0_0,fill_per_m_3_134_0_0,fill_ratio_4,distance_from_115_0_0,fill_per_m_4_115_0_0
1,76.716966,30.691124,0.6650366745462555,1.0,66.50366745462554,0.6814306158844539,0.11196157213081638,608.6290170061809,0.7094924614087935,0.19791549759451715,358.48251907103236,0.7094924614087935,0.27005005499315393,262.726279180643,0.7156525238600641,0.08603622814302711,831.8036939861651
1,76.720789,30.68214,0.48743119824951364,1.0,48.743119824951364,0.4993719741326029,0.1696225959604088,294.401799067596,0.4993719741326029,0.18322201657680856,272.5502008233061,0.5251451736906128,0.13630803894745314,385.2635381931191,0.5399277700317626,0.07032268447734771,767.7860622708221
1,76.726352,30.694305,0.5974131021703083,1.0,59.74131021703083,0.634628081836529,0.21803857369417298,291.06229741104255,0.634628081836529,0.28781057621800443,220.5020017595965,0.640752417294161,0.2737845534694156,234.0352694023475,0.6638150882641893,0.10056956736754147,660.0556268062795
1,76.717915,30.684941,0.2686773593849461,1.0,26.867735938494608,0.34116376508107493,0.15328289548720678,222.5713208226478,0.35923005622836784,0.2193057826103486,163.80327593396368,0.39173213821259545,0.2162795118427556,181.12309153786205,0.0,0.06276850549366993,0.0
1,76.725084,30.684377,0.1753712786234496,1.0,17.53712786234496,0.22426680865561047,0.16335442398949954,137.28848180446363,0.2774483834693168,0.21023626022279807,131.9698053871823,0.3401761423972226,0.14327062228654122,237.43607514796048,0.3401761423972226,0.06320465789385117,538.213723059035
1,76.720277,30.692391,0.19068772066366657,1.0,19.068772066366655,0.2227560738123607,0.16841254593415977,132.26809949149887,0.24366342279053219,0.23240016467682176,104.84649317240081,0.29349734092341406,0.22941158531936628,127.93483838875588,0.3217091165565019,0.06555052376378025,490.7803905821137
1,76.699239,30.704057,0.8556964681062857,1.0,85.56964681062857,0.8567807328345993,0.25328117031097686,338.27257343396275,0.864532713108511,0.28157702761154046,307.03240262242116,0.8677506480831731,0.27900761141130676,311.0132528979486,0.8701501584727338,0.22218348730463075,391.63583623102045
1,76.721516,30.695976,0.5765164755142536,1.0,57.651647551425356,0.5765164755142536,0.1589702907461029,362.6567409598744,0.5875187291325604,0.34351671889254687,171.03060690223296,0.6260393245386867,0.34035936694300106,183.93480107851053,0.62900929662587,0.16722065764943875,376.1552582483706
1,76.729384,30.700394,0.7636057941597608,1.0,76.36057941597608,0.7860688546213808,0.2534832036926233,310.1068801286641,0.8047137413393609,0.40267544234549957,199.84177248358455,0.8139826301363613,0.39927344217454486,203.86595855291665,0.8139826301363613,0.2182323275493632,372.98902471369274
1,76.707906,30.702046,0.7755276166950106,1.0,77.55276166950105,0.7755276166950106,0.1665739207857431,465.5756513605383,0.7755276166950106,0.2874681765696081,269.7785980867426,0.7843063171548904,0.28474144767045534,275.44508309960025,0.8048274862300604,0.22104589529917504,364.09972016931823
1,76.70779,30.689305,0.44076274693822814,1.0,44.07627469382282,0.49327891095376736,0.03840116096533151,1284.5416611208668,0.5356921414832325,0.14618814057169172,366.4402183298345,0.5356921414832325,0.22266952256696132,240.5772174421126,0.5666870079025431,0.15878154455832388,356.8972763672712
